# Time-averaged data for fix dU
# TimeStep c_1[1] c_1[2] c_2[1] c_2[2]
11300 2.04247 0.0317765 -1.68207 17.1231
11400 1.8512 0.0438916 -1.52011 13.0259
11500 2.04974 0.0313891 -1.69117 17.3884
11600 2.10925 0.0283878 -1.74314 18.9832
11700 2.17847 0.0252563 -1.80268 20.991
11800 2.25584 0.0221631 -1.8735 23.6577
11900 2.27848 0.0213318 -1.88831 24.2569
12000 2.27064 0.0216159 -1.87447 23.6964
12100 2.23514 0.0229514 -1.84283 22.4638
12200 2.47624 0.0152754 -2.05311 32.0404
12300 2.25377 0.0222407 -1.85926 23.0958
12400 2.1557 0.0262465 -1.76691 19.7607
12500 2.50677 0.0145079 -2.06883 32.9024
12600 2.93597 0.00702816 -2.4292 60.4658
12700 3.0131 0.00616988 -2.48633 66.5893
12800 2.87292 0.0078177 -2.36273 54.0461
12900 2.99134 0.00640075 -2.47228 65.0284
13000 2.80461 0.00877359 -2.31501 49.8612
13100 2.71564 0.0101958 -2.2421 44.0854
13200 2.47955 0.0151903 -2.03489 31.0693
13300 2.67507 0.0109189 -2.20305 41.2725
13400 2.59665 0.0124648 -2.14557 37.4543
13500 2.45808 0.015751 -2.03285 30.9625
13600 2.04392 0.0316989 -1.68303 17.1508
13700 2.1888 0.0248194 -1.80627 21.1188
13800 2.02855 0.0325321 -1.66618 16.6697
13900 2.01215 0.033446 -1.65622 16.3919
14000 2.09679 0.0289915 -1.72858 18.5222
14100 2.46598 0.0155425 -2.05058 31.9035
14200 2.89663 0.0075109 -2.40894 58.4326
14300 2.88388 0.00767431 -2.39243 56.8253
14400 2.73818 0.00981505 -2.26066 45.489
14500 2.43813 0.0162907 -2.01244 29.9138
14600 2.2489 0.0224244 -1.84552 22.5659
14700 2.18214 0.0251 -1.78919 20.5183
14800 2.41053 0.0170679 -1.99515 29.0528
14900 2.30834 0.0202826 -1.91069 25.1912
15000 2.96235 0.00672191 -2.45742 63.4166
15100 2.24875 0.0224297 -1.84916 22.7051
15200 2.12261 0.0277547 -1.74004 18.8843
15300 2.68916 0.010662 -2.2347 43.5379
15400 2.68874 0.0106697 -2.23323 43.43
15500 3.11419 0.00520157 -2.5914 79.5169
15600 2.86241 0.0079577 -2.38331 55.9576
15700 2.76 0.00945991 -2.30316 48.8741
15800 2.52791 0.0139989 -2.09636 34.468
15900 2.45903 0.0157259 -2.03013 30.8205
16000 2.40131 0.0173358 -1.98455 28.5377
16100 2.27298 0.0215308 -1.8702 23.5264
16200 2.28631 0.0210513 -1.88447 24.1
16300 2.11024 0.0283403 -1.7373 18.797
16400 2.04293 0.0317519 -1.68462 17.1971
16500 2.05875 0.0309149 -1.69857 17.6071
16600 2.20216 0.024266 -1.8197 21.6031
16700 2.39162 0.0176217 -1.98252 28.4399
16800 2.61075 0.0121716 -2.17085 39.088
16900 2.55123 0.0134585 -2.11877 35.7972
17000 2.5243 0.0140846 -2.09113 34.165
17100 2.47953 0.0151908 -2.05081 31.9161
17200 2.59542 0.0124906 -2.1525 37.8955
17300 2.81237 0.00865935 -2.33674 51.7249
17400 3.19131 0.00456647 -2.65381 88.3559
17500 3.2202 0.004349 -2.67308 91.2773
17600 2.70869 0.0103162 -2.2433 44.1748
17700 2.57564 0.012915 -2.12402 36.1159
17800 2.45812 0.0157499 -2.02689 30.6527
17900 2.70738 0.0103391 -2.24682 44.4386
18000 2.77183 0.0092728 -2.30095 48.6917
18100 2.82029 0.00854433 -2.34707 52.6353
18200 2.94567 0.00691396 -2.45648 63.3168
18300 3.11768 0.00517106 -2.59636 80.1867
18400 2.82546 0.00847002 -2.34908 52.8142
18500 3.06793 0.00562419 -2.54991 74.1374
18600 3.15363 0.00486643 -2.63024 84.9081
18700 3.60396 0.00227484 -3.01181 161.727
18800 3.13658 0.00500862 -2.60809 81.7903
18900 2.57067 0.0130239 -2.12602 36.2381
19000 2.74561 0.00969265 -2.26903 46.1369
19100 2.87563 0.00778193 -2.37406 55.0898
19200 3.03068 0.00598933 -2.51487 69.8778
19300 3.33288 0.00359546 -2.7867 110.584
19400 3.42133 0.00309661 -2.85775 124.679
19500 2.95376 0.00682014 -2.45527 63.1873
19600 2.92463 0.00716401 -2.4302 60.5677
19700 2.92501 0.00715935 -2.41616 59.1485
19800 3.02903 0.00600603 -2.50418 68.6273
19900 3.20114 0.00449127 -2.66829 90.542
20000 3.37611 0.00334233 -2.81119 115.252
20100 3.07679 0.00554066 -2.56479 76.024
20200 2.64233 0.0115395 -2.19051 40.4071
20300 2.86127 0.00797304 -2.37434 55.1159
20400 2.77579 0.00921102 -2.29255 48.0061
20500 2.55332 0.0134112 -2.11425 35.5252
20600 2.49645 0.0147629 -2.0674 32.8226
20700 2.30744 0.0203135 -1.9083 25.0896
20800 2.18158 0.0251239 -1.80559 21.0947
20900 2.27123 0.0215943 -1.88112 23.9641
21000 2.3277 0.0196304 -1.92125 25.6446
21100 2.40728 0.0171618 -1.99321 28.9577
21200 2.49136 0.0148902 -2.06144 32.4944
21300 2.49364 0.0148331 -2.06306 32.583
21400 2.6007 0.0123798 -2.1514 37.825
21500 2.88273 0.00768918 -2.39999 57.5562
21600 2.67401 0.0109383 -2.22492 42.8247
21700 2.46426 0.0155876 -2.04046 31.363
21800 2.27048 0.0216218 -1.87169 23.5858
21900 2.24318 0.0226418 -1.84873 22.6887
22000 2.18625 0.0249264 -1.7968 20.7838
22100 2.18311 0.025059 -1.79371 20.6757
22200 2.34788 0.0189727 -1.94158 26.5399
22300 2.44225 0.0161778 -2.02823 30.7219
22400 2.402 0.0173156 -1.98583 28.5993
22500 2.22505 0.0233457 -1.83101 22.0196
22600 2.29715 0.0206696 -1.89163 24.3933
22700 2.28208 0.0212023 -1.8693 23.4908
22800 2.49592 0.0147761 -2.06631 32.7626
22900 2.42618 0.0166229 -2.0066 29.6201
23000 2.45493 0.015835 -2.02454 30.5312
23100 2.95862 0.00676433 -2.46236 63.9482
23200 2.89489 0.00753293 -2.40494 58.0389
23300 2.79224 0.00895876 -2.31836 50.1444
23400 2.85939 0.00799837 -2.37848 55.5025
23500 2.56722 0.0130999 -2.13062 36.5205
23600 2.60033 0.0123875 -2.16593 38.7644
23700 2.28471 0.0211084 -1.89119 24.375
23800 2.49571 0.0147812 -2.07081 33.0123
23900 2.32506 0.019718 -1.92392 25.7603
24000 2.36151 0.0185411 -1.95449 27.1252
24100 2.61339 0.0121175 -2.17054 39.0673
24200 2.48585 0.0150296 -2.05327 32.0488
24300 2.56966 0.013046 -2.13954 37.0747
24400 2.42238 0.0167297 -2.0211 30.3543
24500 2.69296 0.0105939 -2.24794 44.5221
24600 2.15648 0.0262119 -1.77939 20.1817
24700 2.18697 0.0248962 -1.80185 20.9617
24800 2.08767 0.0294413 -1.71442 18.0847
24900 2.13904 0.0269949 -1.76708 19.7663
25000 2.45309 0.0158844 -2.03401 31.0231
25100 2.46165 0.0156563 -2.04277 31.4857
25200 2.69623 0.0105356 -2.24758 44.4951
25300 3.27555 0.00396097 -2.74395 102.882
25400 3.41081 0.00315212 -2.84217 121.443
25500 3.08007 0.00551014 -2.5675 76.3726
25600 2.71625 0.0101853 -2.24902 44.6039
25700 2.48262 0.0151118 -2.04408 31.5554
25800 2.22888 0.0231953 -1.83835 22.2946
25900 2.36987 0.018281 -1.96205 27.4735
26000 2.75628 0.00951958 -2.28499 47.3967
26100 2.84574 0.00818483 -2.36543 54.2928
26200 2.64045 0.0115761 -2.19972 41.041
26300 2.08405 0.0296222 -1.71309 18.044
26400 2.10127 0.0287728 -1.72816 18.509
26500 2.22879 0.0231986 -1.83986 22.3514
26600 2.35992 0.0185907 -1.95893 27.3291
26700 2.35698 0.0186834 -1.95072 26.953
26800 2.39422 0.0175445 -1.98456 28.5379
26900 2.64166 0.0115525 -2.19424 40.6628
27000 2.58855 0.0126364 -2.14296 37.2896
27100 2.57125 0.0130111 -2.13584 36.8442
27200 2.765 0.00938041 -2.29606 48.2915
27300 3.00465 0.00625848 -2.49368 67.421
27400 3.07409 0.005566 -2.5477 73.8614
27500 3.06229 0.00567808 -2.54061 72.9819
27600 3.1814 0.0046435 -2.64893 87.6308
27700 3.32432 0.0036478 -2.76181 106.031
27800 3.17172 0.00472008 -2.63054 84.9501
27900 3.04405 0.00585561 -2.52294 70.8367
28000 2.40879 0.0171182 -1.99429 29.0109
28100 2.16936 0.0256476 -1.7805 20.2196
28200 2.0093 0.0336073 -1.65297 16.3022
28300 2.04747 0.0315097 -1.69032 17.3635
28400 2.37537 0.0181121 -1.9677 27.7368
28500 2.44481 0.0161081 -2.01349 29.9666
28600 2.64039 0.0115774 -2.1711 39.1042
28700 2.6097 0.0121931 -2.14826 37.6247
28800 2.60636 0.0122621 -2.15238 37.8875
28900 3.17009 0.00473304 -2.64359 86.8431
29000 2.77717 0.00918964 -2.3054 49.0588
29100 2.46457 0.0155793 -2.03939 31.3066
29200 2.47762 0.0152398 -2.04748 31.737
29300 2.23354 0.0230134 -1.84473 22.5361
29400 2.25478 0.0222027 -1.86501 23.3209
29500 2.25591 0.0221604 -1.86166 23.1893
29600 2.71467 0.0102126 -2.25186 44.8185
29700 2.56539 0.0131404 -2.13353 36.7009
29800 2.98019 0.00652241 -2.49002 67.0061
29900 3.11015 0.00523719 -2.59561 80.0853
30000 3.16539 0.00477073 -2.62635 84.3521
30100 3.28901 0.00387191 -2.7352 101.373
30200 3.52081 0.00261779 -2.9301 140.883
30300 3.28279 0.00391281 -2.73624 101.551
30400 3.45697 0.00291577 -2.87632 128.651
30500 3.23381 0.00425021 -2.68119 92.5363
30600 3.09933 0.0053338 -2.56429 75.96
30700 2.96429 0.0066999 -2.44306 61.898
30800 2.80662 0.00874383 -2.31754 50.0753
30900 2.92585 0.0071492 -2.41944 59.4776
31000 3.37095 0.0033716 -2.80433 113.926
31100 3.29046 0.00386247 -2.73329 101.047
31200 3.09256 0.00539512 -2.55484 74.757
31300 2.9046 0.00741049 -2.40602 58.145
31400 2.87361 0.00780859 -2.3811 55.7485
31500 2.69996 0.0104695 -2.2324 43.3696
31600 2.99531 0.00635795 -2.4772 65.5711
31700 2.78764 0.00902859 -2.30305 48.8648
31800 2.44538 0.0160925 -2.00977 29.779
31900 2.43291 0.0164351 -1.9978 29.183
32000 2.42836 0.0165618 -1.9919 28.894
32100 2.59795 0.0124375 -2.14438 37.3793
32200 2.54076 0.0136985 -2.09712 34.5123
32300 2.56467 0.0131565 -2.12483 36.1651
32400 2.45646 0.0157941 -2.02248 30.4251
32500 2.65948 0.0112101 -2.20056 41.0987
32600 2.84267 0.0082274 -2.36356 54.1221
32700 2.53568 0.0138165 -2.09669 34.4872
32800 2.46495 0.0155694 -2.03438 31.0429
32900 2.4135 0.0169826 -1.98605 28.6101
33000 2.52457 0.0140783 -2.08369 33.7382
33100 2.57361 0.0129595 -2.12605 36.2397
33200 2.72151 0.0100953 -2.25349 44.9415
33300 2.93032 0.00709551 -2.43206 60.7585
33400 2.68378 0.0107594 -2.21594 42.1805
33500 2.59661 0.0124657 -2.14568 37.4615
33600 2.4554 0.0158225 -2.01934 30.2645
33700 2.89804 0.00749296 -2.40894 58.4323
33800 3.06558 0.00564663 -2.54674 73.7414
33900 2.92181 0.0071982 -2.41617 59.1503
34000 2.8258 0.00846509 -2.33216 51.3267
34100 2.85524 0.00805458 -2.35035 52.9274
34200 2.89869 0.00748475 -2.38313 55.9402
34300 3.31833 0.00368489 -2.74015 102.224
34400 3.45236 0.00293856 -2.86297 125.785
34500 3.38372 0.00329969 -2.80572 114.193
34600 3.40305 0.00319368 -2.83342 119.662
34700 3.123 0.00512475 -2.59711 80.2874
34800 2.88254 0.00769171 -2.38704 56.3108
34900 2.7183 0.0101502 -2.24518 44.3151
35000 2.64056 0.0115741 -2.17979 39.6826
35100 2.45738 0.0157697 -2.01872 30.2324
35200 2.51698 0.0142597 -2.07121 33.0346
35300 2.75727 0.00950366 -2.28062 47.0482
35400 2.47615 0.0152777 -2.04099 31.3913
35500 2.62232 0.011936 -2.17578 39.415
35600 2.70936 0.0103046 -2.23408 43.4926
35700 2.57405 0.0129498 -2.10635 35.0542
35800 2.70557 0.0103707 -2.22608 42.9091
35900 2.75686 0.00951027 -2.27974 46.9787
36000 2.76242 0.00942144 -2.28238 47.1887
36100 3.03026 0.00599365 -2.51084 69.4043
36200 2.85106 0.00811162 -2.36453 54.2103
36300 2.65658 0.011265 -2.19339 40.6041
36400 2.57325 0.0129673 -2.12164 35.9708
36500 2.31878 0.0199282 -1.89843 24.675
36600 2.58257 0.0127647 -2.12706 36.3016
36700 2.57816 0.0128602 -2.12398 36.1138
36800 2.4746 0.0153177 -2.03677 31.1682
36900 3.05505 0.00574787 -2.5379 72.6483
37000 3.28513 0.00389739 -2.7375 101.768
37100 3.29119 0.00385768 -2.73499 101.337
37200 3.04242 0.00587177 -2.52481 71.0598
37300 2.92389 0.00717292 -2.42969 60.5154
37400 2.89853 0.00748683 -2.40496 58.0411
37500 2.97481 0.00658193 -2.4717 64.9652
37600 3.04731 0.00582348 -2.53164 71.8849
37700 2.85395 0.0080722 -2.35951 53.7532
37800 2.84903 0.00813954 -2.35725 53.5485
37900 2.72541 0.010029 -2.25594 45.1277
38000 2.98002 0.00652424 -2.47887 65.7565
38100 3.10909 0.00524663 -2.5993 80.5861
38200 2.72504 0.0100353 -2.26126 45.5351
38300 2.29926 0.0205962 -1.89826 24.6678
38400 2.64572 0.0114735 -2.19624 40.8005
38500 2.67979 0.0108321 -2.22421 42.7736
38600 2.71605 0.0101887 -2.25185 44.817
38700 2.58016 0.0128169 -2.1422 37.2421
38800 2.47178 0.0153908 -2.05015 31.8808
38900 2.66949 0.0110223 -2.21393 42.0374
39000 2.81648 0.00859935 -2.34164 52.1548
39100 2.95966 0.00675248 -2.46263 63.9776
39200 3.14709 0.0049205 -2.62152 83.6666
39300 3.327 0.00363135 -2.75906 105.542
39400 3.07271 0.00557904 -2.5395 72.8453
39500 3.16312 0.00478907 -2.62166 83.6861
39600 3.15845 0.00482702 -2.61765 83.1215
39700 2.97703 0.00655726 -2.46826 64.589
39800 2.87138 0.00783805 -2.38284 55.9132
39900 3.18337 0.00462813 -2.65653 88.7618
40000 2.94117 0.0069667 -2.45098 62.7307
40100 3.19291 0.00455413 -2.66348 89.8093
40200 3.39246 0.00325131 -2.8328 119.537
40300 4.01563 0.00113513 -3.36133 291.815
40400 3.96098 0.00124486 -3.2965 261.558
40500 3.6888 0.0019712 -3.06384 176.579
40600 3.52657 0.00259242 -2.93512 142.083
40700 3.87694 0.00143467 -3.23734 236.691
40800 3.54947 0.00249412 -2.95542 147.038
40900 3.37651 0.0033401 -2.81356 115.714
41000 3.0856 0.00545889 -2.56068 75.4979
41100 2.98189 0.00650367 -2.47506 65.3344
41200 2.3756 0.0181049 -1.95548 27.1704
41300 2.31785 0.0199597 -1.91088 25.1992
41400 2.64666 0.0114555 -2.19438 40.6722
41500 2.71178 0.0102625 -2.25948 45.3988
41600 2.35444 0.0187636 -1.95797 27.2848
41700 2.12834 0.0274875 -1.75183 19.264
41800 2.55086 0.0134669 -2.11877 35.7973
41900 2.51143 0.0143942 -2.08981 34.0888
42000 2.41826 0.0168466 -2.0085 29.7155
42100 2.68382 0.0107587 -2.24054 43.9692
42200 3.44638 0.00296838 -2.88366 130.257
42300 3.29989 0.00380146 -2.76905 107.336
42400 3.1538 0.00486503 -2.64542 87.1131
42500 2.95936 0.0067559 -2.48869 66.8554
42600 2.94277 0.00694791 -2.47669 65.5148
42700 2.98731 0.00644445 -2.50624 68.8663
42800 3.35162 0.00348345 -2.82043 117.065
42900 3.39061 0.00326151 -2.84126 121.255
43000 2.96881 0.00664901 -2.46404 64.13
43100 2.6542 0.0113105 -2.20552 41.4448
43200 2.64264 0.0115334 -2.19679 40.8383
43300 2.97118 0.00662243 -2.4693 64.7018
43400 2.91387 0.00729539 -2.4234 59.8762
43500 2.34545 0.0190508 -1.93807 26.3833
43600 2.30574 0.020372 -1.89919 24.7066
43700 2.25251 0.0222878 -1.85037 22.7514
43800 2.3232 0.01978 -1.92008 25.5939
43900 2.50065 0.0146586 -2.07198 33.0775
44000 2.82986 0.00840733 -2.36017 53.8132
44100 3.16555 0.00476951 -2.65844 89.0494
44200 2.68082 0.0108134 -2.23555 43.6008
44300 3.03757 0.00592004 -2.53466 72.2529
44400 3.16137 0.00480326 -2.64136 86.5175
44500 2.38595 0.0177913 -1.98156 28.3939
44600 2.20307 0.0242284 -1.82912 21.9497
44700 2.29766 0.0206518 -1.90025 24.7511
44800 2.39762 0.0174441 -1.98094 28.3643
44900 2.47059 0.0154217 -2.04507 31.6083
45000 2.99443 0.00636746 -2.49781 67.8933
45100 3.02806 0.00601595 -2.52733 71.364
45200 3.31829 0.00368513 -2.757 105.174
45300 3.38722 0.00328023 -2.80974 114.97
45400 3.19997 0.00450016 -2.65537 88.5882
45500 3.30769 0.00375168 -2.74966 103.879
45600 3.22531 0.00431165 -2.68716 93.4738
45700 3.28222 0.00391658 -2.72709 99.9949
45800 2.97568 0.00657228 -2.46401 64.1263
45900 2.84759 0.00815925 -2.34458 52.4145
46000 2.87567 0.00778149 -2.37952 55.6002
46100 3.12576 0.00510096 -2.59759 80.3531
46200 2.48285 0.0151058 -2.05144 31.9503
46300 2.2527 0.0222808 -1.85042 22.7534
46400 2.16014 0.0260501 -1.77488 20.0284
46500 2.29971 0.0205806 -1.90265 24.8514
46600 2.62479 0.0118864 -2.18056 39.7341
46700 2.85536 0.00805301 -2.36601 54.3457
46800 2.85945 0.00799753 -2.37501 55.1785
46900 3.13303 0.00503876 -2.60811 81.7926
47000 2.90649 0.00738687 -2.42022 59.5561
47100 2.52753 0.0140079 -2.10591 35.0282
47200 2.45553 0.015819 -2.04745 31.7357
47300 2.97137 0.00662032 -2.48856 66.8406
47400 3.12364 0.00511921 -2.60626 81.5384
47500 2.99223 0.00639113 -2.49486 67.5559
47600 3.21916 0.00435664 -2.69815 95.2257
47700 2.90407 0.00741711 -2.422 59.735
47800 2.58067 0.0128058 -2.15038 37.7597
47900 2.34393 0.0190997 -1.94329 26.6169
48000 2.55038 0.0134777 -2.12234 36.0138
48100 2.6206 0.0119708 -2.18062 39.7385
48200 2.29099 0.0208857 -1.89868 24.6853
48300 2.27711 0.0213811 -1.88444 24.0991
48400 2.35297 0.0188102 -1.95096 26.9636
48500 2.42511 0.016653 -2.01233 29.9079
48600 2.24687 0.0225013 -1.85581 22.9615
48700 2.32028 0.019878 -1.91879 25.5383
48800 2.1606 0.0260298 -1.78033 20.2138
48900 2.50175 0.0146312 -2.07862 33.4505
49000 2.44374 0.0161372 -2.02579 30.5955
49100 2.56359 0.0131804 -2.12472 36.1589
49200 2.48137 0.0151437 -2.05749 32.278
49300 2.64152 0.0115553 -2.19246 40.5409
49400 3.02944 0.00600192 -2.52834 71.4852
49500 2.85043 0.00812032 -2.372 54.8987
49600 2.82973 0.00840914 -2.34937 52.8398
49700 3.05472 0.00575114 -2.54807 73.9074
49800 3.23511 0.00424091 -2.70219 95.8775
49900 3.20689 0.0044479 -2.66433 89.9387
50000 3.07702 0.00553857 -2.55359 74.5991
50100 3.20132 0.00448995 -2.65926 89.1718
50200 2.82939 0.00841396 -2.34744 52.6687
50300 2.67638 0.0108947 -2.21375 42.0246
50400 2.53312 0.0138765 -2.10068 34.7204
50500 2.28467 0.02111 -1.88627 24.1733
50600 2.66125 0.0111767 -2.20694 41.5445
50700 2.42358 0.0166959 -1.99909 29.2467
50800 2.35054 0.0188876 -1.93954 26.449
50900 2.29631 0.0206991 -1.89197 24.4072
51000 2.62397 0.0119028 -2.17187 39.1556
51100 2.39596 0.0174931 -1.97429 28.0473
51200 2.23451 0.022976 -1.83674 22.2338
51300 2.37396 0.0181551 -1.95696 27.2382
51400 2.42053 0.0167822 -1.99786 29.1864
51500 2.77376 0.00924274 -2.30241 48.8123
51600 2.65981 0.0112039 -2.19851 40.9571
51700 2.61235 0.0121387 -2.16496 38.7008
51800 2.33718 0.0193187 -1.92704 25.8962
51900 2.59759 0.0124452 -2.1559 38.1136
52000 2.61743 0.012035 -2.1801 39.7036
52100 2.4133 0.0169882 -1.9942 29.0066
52200 2.55821 0.0133007 -2.11524 35.5846
52300 2.80972 0.0086982 -2.32752 50.9262
52400 2.53481 0.0138369 -2.08641 33.8936
52500 2.17706 0.0253166 -1.79203 20.617
52600 2.12196 0.0277851 -1.74193 18.9445
52700 2.16248 0.0259477 -1.77893 20.166
52800 2.31212 0.0201538 -1.90282 24.8586
52900 2.23307 0.0230316 -1.83567 22.1938
53000 2.28779 0.0209987 -1.87599 23.7575
53100 2.53076 0.0139317 -2.09208 34.2199
53200 2.59447 0.0125108 -2.15039 37.7606
53300 2.55725 0.0133223 -2.11872 35.7939
53400 2.25057 0.0223611 -1.85563 22.9547
53500 2.11332 0.0281934 -1.74272 18.9698
53600 1.8356 0.0450632 -1.50258 12.646
53700 1.81002 0.0470524 -1.47293 12.0284
53800 1.85406 0.0436799 -1.50993 12.8039
53900 2.12649 0.0275731 -1.74894 19.1702
54000 2.2541 0.0222281 -1.85054 22.758
54100 2.38659 0.0177722 -1.95966 27.363
54200 2.68673 0.0107059 -2.22236 42.6404
54300 2.75159 0.0095952 -2.26955 46.1772
54400 2.61094 0.0121676 -2.1632 38.5861
54500 2.56825 0.0130771 -2.12445 36.1419
54600 3.01294 0.00617146 -2.50394 68.6
54700 2.89624 0.00751582 -2.40634 58.1763
54800 2.63896 0.0116052 -2.1836 39.9387
54900 2.35815 0.0186466 -1.9476 26.8113
55000 2.39728 0.0174541 -1.9847 28.5448
55100 2.42369 0.0166927 -1.99936 29.2604
55200 2.27984 0.0212826 -1.86976 23.5088
55300 2.1879 0.0248574 -1.79672 20.7812
55400 2.06663 0.0305065 -1.69075 17.3762
55500 1.9948 0.0344402 -1.6364 15.8522
55600 1.924 0.0388142 -1.57514 14.2944
55700 2.10433 0.0286249 -1.73331 18.6708
55800 2.25448 0.022214 -1.85988 23.12
55900 2.32851 0.0196035 -1.92209 25.681
56000 2.32321 0.0197797 -1.91729 25.4735
56100 2.24185 0.0226928 -1.84445 22.5253
