   42   15.4186
   43   17.2467
   44   14.9157
   45   14.3530
   46   13.1243
   47   12.1630
   48   11.3918
   49   10.5521
   50    9.7009
   51    8.8457
   52    7.9482
   53    7.0450
   54    6.1925
   55    5.4728
   56    4.8824
   57    4.5841
   58    4.5251
   59    4.3439
   60    3.8771
   61    2.9678
   62    1.9492
   63    1.0405
   64    0.3280
   65   -0.2029
   66   -0.5760
   67   -0.8989
   68   -1.2753
   69   -1.7249
   70   -2.1591
   71   -2.5021
   72   -2.7212
   73   -2.8749
   74   -2.9730
   75   -2.9146
   76   -2.7001
   77   -2.3522
   78   -1.8725
   79   -1.3317
   80   -0.8349
   81   -0.4766
   82    0.1172
   83    0.8349
   84    1.8146
   85    2.9565
   86    4.1259
   87    6.1232
