       Inf       Inf   10.6204    8.0077    6.6311    5.9522    5.1082    4.2750    3.4803    2.8885    2.4492    2.0452    1.6636    1.2845    0.9560    0.7005    0.4792    0.3094    0.1601    0.0206   -0.0253   -0.0248    0.0899    0.1948    0.3030    0.3616    0.3295    0.3114    0.3084    0.3678    0.4531    0.5404    0.6040    0.6706    0.7549    0.9092    1.0080    1.1316    1.2031    1.3175    1.3073    1.4835    1.0302    0.6583    0.7241    1.4373    2.3845
       Inf       Inf       Inf    8.6428    7.5866    6.3338    5.4636    4.4672    3.5936    2.9124    2.3667    1.8825    1.4548    1.1435    0.8997    0.7644    0.6607    0.5484    0.3950    0.2168    0.1020    0.0632    0.1046    0.2018    0.2822    0.3011    0.2732    0.2273    0.2436    0.3257    0.4620    0.5887    0.6601    0.7774    0.8604    0.9975    1.1230    1.1795    1.3009    1.3768    1.3804    1.3416    1.1907    1.0777    0.7741    1.3819       Inf
       Inf       Inf    6.2639    8.8224    7.6002    6.6043    5.6429    4.6323    3.6550    2.8843    2.2612    1.7417    1.3012    1.0278    0.8751    0.8469    0.8755    0.8634    0.7273    0.5126    0.3294    0.2349    0.2256    0.2923    0.3665    0.4130    0.3951    0.3551    0.3892    0.4904    0.6548    0.8231    0.9562    1.0734    1.2097    1.3533    1.5082    1.6422    1.7579    1.8465    1.8683    1.7044    1.4534    1.4932    1.4887    3.6345       Inf
    6.8125    6.6462    5.6475    5.4126    6.6960    6.1687    5.4666    4.4993    3.6396    2.8860    2.2246    1.6815    1.2952    1.0745    0.9966    1.0514    1.1868    1.2551    1.1296    0.9209    0.6872    0.5226    0.4736    0.4908    0.5848    0.6814    0.7476    0.7634    0.7969    0.9145    1.0664    1.2344    1.3860    1.5348    1.6933    1.8775    2.0653    2.2573    2.4994    2.6063    2.6536    2.1043    2.0887    2.3817    3.2441       Inf       Inf
    8.2556    6.2976    5.3652    4.7792    5.6375    5.4859    4.7459    4.1666    3.5307    2.8833    2.3148    1.8308    1.4977    1.3251    1.2843    1.3974    1.5669    1.7325    1.6715    1.4475    1.1747    0.9725    0.8899    0.9052    0.9929    1.1517    1.3199    1.4298    1.5044    1.5665    1.6638    1.7950    1.9489    2.0912    2.2647    2.4477    2.6078    2.9013    3.0596    3.4162    3.4799    2.8616    3.2199    4.0890       Inf       Inf       Inf
    7.1139    5.7238    5.1336    4.5653    4.4898    4.7243    4.1831    3.7518    3.3322    2.9032    2.5154    2.1381    1.8289    1.6930    1.6623    1.7660    1.9749    2.1764    2.2322    2.0864    1.8126    1.6142    1.5104    1.5061    1.5932    1.7948    1.9907    2.1603    2.2364    2.2621    2.2886    2.3855    2.5453    2.7194    2.9295    3.1406    3.3371    3.6375    3.8260    4.0626    4.3890    3.6942    3.9487    6.8894       Inf       Inf       Inf
    7.8462    5.9289    5.1256    4.5725    4.0075    4.1032    3.7924    3.4409    3.1978    2.9395    2.7010    2.4302    2.1928    2.0584    2.0016    2.0976    2.2741    2.4703    2.6411    2.6432    2.4802    2.3078    2.1266    2.0200    2.3894    2.5993    2.7553    2.8459    2.8468    2.8325    2.8607    2.9938    3.1992    3.3994    3.6984    3.9864    4.2927    4.6117    4.8633    5.1210    5.6789    5.9379    4.4882    6.9394       Inf       Inf       Inf
    7.6030    5.8849    5.1690    4.6006    3.9411    3.4001    3.5197    3.2188    3.1538    3.0363    2.9497    2.8486    2.6899    2.5157    2.4325    2.4465    2.5813    2.8045    3.0206    3.1685    3.1965    3.1124    2.9567    2.8366    2.8590    2.8774    2.8148    2.7728    2.7196    2.7969    3.0278    3.3300    3.6766    4.0796    4.5482    5.0253    5.5673    6.0575    6.3961    6.6516    6.8429    5.2237       Inf       Inf       Inf       Inf       Inf
    7.4224    6.2265    5.3733    4.6837    4.0964    3.5773    3.2171    3.2985    3.2320    3.2241    3.3172    3.3615    3.2510    3.1037    3.0163    2.9891    3.0496    3.2283    3.4928    3.7612    3.9613    3.9338    3.8084    3.7178    3.7468    3.7887    3.7979    3.7412    3.6777    3.7629    4.0193    4.3805    4.7726    5.1794    5.6978    6.4283    7.1470    8.3026    8.0989    8.4972    9.0435    7.8463       Inf       Inf       Inf       Inf       Inf
    7.2867    6.7670    5.7679    5.0923    4.4316    3.9455    3.5739    3.3848    3.3263    3.4142    3.6247    3.8980    3.9846    3.9240    3.8747    3.8838    3.9678    4.1161    4.4015    4.6863    4.9539    4.9592    4.8358    4.8026    4.8692    4.9990    5.1261    5.2182    5.1563    5.2048    5.5148    5.9024    6.3977    7.0112    7.5856    8.4449    9.3646   10.9200   10.5570       Inf   10.3686       Inf       Inf       Inf       Inf       Inf       Inf
    8.8639    7.5344    6.2505    5.5598    5.0203    4.5658    4.1807    3.9733    3.9209    4.0698    4.4084    4.8043    5.1336    5.1990    5.2531    5.3433    5.3785    5.5051    5.7787    6.1334    6.3139    6.3662    6.3695    6.2833    6.4173    6.6092    7.0563    7.7849    7.5806    8.0227    8.2489    9.0191    9.7199   10.7439   11.2138   11.5899   13.9049   13.5549       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
   10.0125    7.9899    7.1428    6.6322    6.0512    5.4722    5.0001    4.8844    4.8063    4.9839    5.3397    5.9059    6.4736    7.0491    7.3044    7.5862    7.6114    7.8669    8.1750    8.7818    8.9865    8.5696    8.6924    8.3894    8.5436    9.4472    9.9184    9.6928   10.1103   10.2376   10.5876   12.8186       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf   10.7125    9.2224    8.3152    7.4461    6.7260    6.2930    6.0417    5.9885    6.0108    6.2057    6.5589    7.1026    8.1692    8.6602   10.1261   11.1609   12.0524       Inf   12.6684   11.0725   12.5752   11.6266   13.4684   13.4184   12.1698       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf   10.0152    8.7230    8.3127    8.0949    7.8448    7.9190    8.1120    8.4114    9.1444   11.0693   10.8070   11.2556       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
