       Inf       Inf       Inf       Inf   19.9648   16.2894   11.4203    9.1042    6.6417    4.3445    2.2116    0.3027   -1.4317   -3.0442   -4.5343   -5.8671   -7.0409   -8.0672   -9.0828  -10.1101  -11.1538  -12.1247  -13.0396  -13.9308  -14.8666  -15.8437  -16.9124  -17.9248  -18.8681  -19.7139  -20.5737  -21.3552  -22.0480  -22.4654  -23.1114  -23.3025  -23.0012
       Inf       Inf       Inf       Inf   17.8258   15.2647   11.5194    9.1388    6.6613    4.3061    2.1943    0.3156   -1.3809   -2.9286   -4.3684   -5.6708   -6.8042   -7.7226   -8.5853   -9.4840  -10.5146  -11.6014  -12.6381  -13.6656  -14.5919  -15.5023  -16.4544  -17.3674  -18.1883  -18.9005  -19.4598  -20.0577  -20.5783  -20.7823  -21.6908  -21.5096       Inf
       Inf       Inf       Inf       Inf   21.2312   17.1609   13.3140   10.5743    8.0146    5.6255    3.4996    1.6839    0.0871   -1.4240   -2.8906   -4.2159   -5.4055   -6.3868   -7.1838   -7.9148   -8.8844  -10.0188  -11.2400  -12.3674  -13.3697  -14.3218  -15.2664  -16.1173  -16.8369  -17.4548  -17.9691  -18.2907  -18.4582  -18.5706  -19.6154  -19.4119       Inf
       Inf       Inf       Inf       Inf   22.0798   18.3784   13.2690   10.5047    8.1923    6.0907    4.1674    2.5046    1.0044   -0.4195   -1.9018   -3.4411   -4.8225   -5.8287   -6.5900   -7.2335   -8.1185   -9.2943  -10.6626  -11.9299  -13.0467  -14.0012  -14.9126  -15.7419  -16.5010  -17.1801  -17.9072  -18.1892  -18.4223  -18.3421  -19.7259  -20.5337       Inf
       Inf       Inf       Inf       Inf   20.6312   18.1825   12.6914   10.6380    8.3635    6.4046    4.6370    3.1541    1.8065    0.5010   -1.0575   -2.6319   -4.0707   -5.1374   -5.8740   -6.4997   -7.3283   -8.5512   -9.9632  -11.3098  -12.4820  -13.4967  -14.4568  -15.3183  -16.0914  -16.8545  -17.5100  -17.9018  -18.0962  -18.2224       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf   19.2217   13.3015   10.6096    8.3581    6.4806    4.8941    3.4823    2.2357    0.9739   -0.5279   -2.1033   -3.3931   -4.4369   -5.2285   -5.8786   -6.7613   -7.9402   -9.2065  -10.4728  -11.5839  -12.7066  -13.6976  -14.6140  -15.4950  -16.2770  -16.8570  -17.2707  -17.4312  -15.7314       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf   17.0763   12.7273   10.6564    8.4769    6.5699    4.9380    3.4695    2.2323    1.0776   -0.2480   -1.6811   -2.9822   -3.9738   -4.7780   -5.5828   -6.5670   -7.5218   -8.6219   -9.7935  -10.8001  -11.6759  -12.5196  -13.3833  -14.3356  -15.7268  -16.3409  -16.6272  -16.4826  -15.5519       Inf       Inf       Inf
       Inf       Inf       Inf       Inf   19.9250   16.1846   12.6198   10.3519    8.4465    6.5624    4.9492    3.4471    2.1803    1.1466   -0.0772   -1.5446   -2.8323   -3.8223   -4.5966   -5.3615   -6.2867   -7.1151   -8.0473   -9.0766  -10.0091  -10.8665  -11.6417  -12.4911  -13.3969  -15.0235  -15.6024  -15.7353  -15.0754  -13.4673       Inf       Inf       Inf
       Inf       Inf       Inf       Inf   18.1735   17.8415   12.5043   10.4417    8.3828    6.5785    4.9779    3.5007    2.2801    1.2221   -0.0004   -1.3953   -2.7095   -3.7537   -4.5192   -5.2527   -6.0347   -6.8820   -7.7080   -8.5270   -9.2892  -10.0265  -10.6756  -11.4177  -12.2425  -12.9552  -13.3497  -14.3825  -13.8699       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf   18.6386   17.7598   12.6532   10.7100    8.6730    6.8569    5.2047    3.7604    2.5500    1.3969    0.1713   -1.2400   -2.4864   -3.5084   -4.3186   -5.0802   -5.8546   -6.7041   -7.4974   -8.2450   -8.9467   -9.5735  -10.0209  -10.5856  -11.0985  -11.5678  -11.9717  -12.7199  -11.0119       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf   21.2913   18.4034   13.4694   11.2644    9.2137    7.3589    5.6792    4.1164    2.8050    1.5161    0.2796   -0.9811   -2.1770   -3.2224   -3.8821   -4.7318   -5.6027   -6.5001   -7.2932   -7.9853   -8.5743   -9.2091   -9.6625  -10.0907  -10.3678  -10.4705  -10.3850  -10.0618       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf   21.2413   17.1526   14.2311   12.1032    9.9765    8.0068    6.1562    4.3976    2.8966    1.5174    0.3185   -0.6684   -1.6566   -2.5502   -3.4043   -4.2096   -5.1032   -6.0619   -7.0278   -7.6801   -8.3789   -8.9849   -9.4435  -10.0285  -10.3585  -10.5521  -10.4262   -9.6331       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf   18.7334   15.2891   13.0520   10.6785    8.4660    6.4040    4.5250    2.9452    1.6279    0.5102   -0.3306   -1.1013   -1.9364   -2.8638   -3.8241   -4.8456   -5.7598   -6.6480   -7.5335   -8.2719   -8.8655   -9.3549   -9.7786   -9.9870  -10.1773  -10.4747  -10.0804       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf   20.0673   17.5324   15.2164   13.1990   10.9289    8.5587    6.3815    4.5374    2.9684    1.8103    0.7785    0.0625   -0.5625   -1.2743   -2.2685   -3.3832   -4.4012   -5.3620   -6.2631   -7.1781   -7.9496   -8.6308   -9.1743   -9.4770   -9.6042   -9.7430   -9.5582   -9.2252   -9.2711       Inf       Inf       Inf       Inf
       Inf       Inf       Inf   21.9984   20.1349   16.9766   14.0197   12.1885   10.3934    8.3586    6.3294    4.5237    2.9921    1.9626    1.0699    0.6837    0.0231   -0.8734   -1.8731   -2.9869   -3.9425   -4.8045   -5.6787   -6.5908   -7.4151   -8.1217   -8.6038   -8.9964   -9.1306   -9.1988   -9.5673   -9.4675   -9.2868   -9.0092       Inf       Inf       Inf
       Inf       Inf       Inf   22.5227   18.7665   16.0910   12.9516   11.2143    9.5530    7.8886    6.1391    4.4880    3.0998    2.2048    1.4510    0.8795    0.1985   -0.6871   -1.6320   -2.5912   -3.5598   -4.3313   -5.1674   -5.9908   -6.7895   -7.4761   -7.9748   -8.2491   -8.5459   -8.9371   -9.3531   -9.5480   -9.6258   -9.6693       Inf       Inf       Inf
   25.0578       Inf   22.3646   21.4756   18.2464   15.5307   11.0808   10.4009    8.8214    7.3564    5.8456    4.4036    3.2735    2.2879    1.5625    0.9006    0.2129   -0.5959   -1.4488   -2.3350   -3.1865   -4.0181   -4.8687   -5.6779   -6.3144   -6.9330   -7.4340   -7.6530   -8.1168   -8.3255   -9.0771   -9.6735   -9.4727   -9.6306       Inf       Inf       Inf
   24.6160   22.8187   25.4469   20.9257   17.8428   15.2343   10.8091    9.8086    8.3446    6.9830    5.6352    4.4480    3.3392    2.3557    1.5672    0.8647    0.1863   -0.5203   -1.2827   -2.0717   -2.9421   -3.8389   -4.6897   -5.4700   -6.0651   -6.6046   -7.0040   -7.2565   -7.4109   -8.1550   -8.9029   -9.3111   -9.6917   -8.8778       Inf       Inf       Inf
   25.5783   23.1242   24.4322   21.0189   17.7199   15.1828   10.7813    9.2630    8.1516    6.8433    5.6481    4.5325    3.4907    2.4876    1.6282    0.8571    0.1906   -0.4236   -1.0615   -1.8226   -2.7363   -3.6470   -4.4917   -5.2733   -5.8180   -6.2769   -6.6225   -6.8720   -7.1366   -7.3658   -7.7375   -8.6396   -9.1751   -8.3401       Inf       Inf       Inf
   26.0997   23.9866   23.4322   20.8272   17.7964   15.3340   11.0197    9.5146    8.1635    6.9607    5.9023    4.8245    3.8037    2.7741    1.8566    1.0006    0.2878   -0.2711   -0.8073   -1.5401   -2.4752   -3.4012   -4.2047   -4.8704   -5.5080   -5.9540   -6.2631   -6.5190   -6.7895   -6.9388   -6.9350   -7.5254   -7.8394       Inf       Inf       Inf       Inf
   28.7591   24.9375   24.1594   20.8116   18.0697   15.7386   11.5455   10.1087    8.7370    7.5227    6.4307    5.4090    4.3876    3.3305    2.2901    1.3496    0.5546   -0.0125   -0.5031   -1.1981   -2.1624   -3.0285   -3.8167   -4.5013   -5.0946   -5.6796   -5.9882   -6.2497   -6.3626   -6.5140   -6.2450   -6.3735   -6.9491   -6.6178       Inf       Inf       Inf
   30.8078   25.6989   24.6000   21.5932   18.7544   16.4720   12.4372   10.9828    9.5778    8.3237    7.2359    6.2422    5.2207    4.1053    2.9778    1.9417    1.0699    0.4680   -0.0922   -0.7856   -1.7304   -2.5731   -3.3675   -4.0583   -4.6789   -5.2825   -5.6226   -5.9190   -6.1860   -6.2418   -6.2346   -6.7696   -7.5156   -5.6678       Inf       Inf       Inf
       Inf   27.3756   25.0038   22.6758   19.7259   17.4561   13.5817   12.1683   10.7057    9.3902    8.3165    7.3462    6.3307    5.1714    3.9450    2.8066    1.8542    1.2075    0.5431   -0.2619   -1.1256   -1.9660   -2.6914   -3.3182   -3.9162   -4.5614   -4.9169   -5.2942   -5.6060   -5.9349   -6.0637   -6.6559   -7.2101   -6.2041       Inf       Inf       Inf
       Inf       Inf   26.0770   24.2628   21.1838   18.8657   15.0154   13.6388   12.1549   10.8079    9.7110    8.7680    7.7783    6.5614    5.2167    3.9570    2.9206    2.1506    1.3016    0.5637   -0.2819   -1.0649   -1.7338   -2.2495   -2.8898   -3.3532   -3.8773   -4.3757   -4.8234   -5.3189   -5.4014   -5.6613   -6.0554   -4.0678       Inf       Inf       Inf
       Inf       Inf       Inf   26.0509   22.7294   20.4086   16.6244   15.3251   13.7995   12.4927   11.4338   10.5762    9.5847    8.2102    6.6542    5.2260    3.9548    3.1948    2.4516    1.6906    0.9418    0.1925   -0.7974   -1.2117   -1.6020   -2.1676   -2.8313   -3.3125   -4.1236   -4.6675   -4.5312   -4.2146       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf   29.7646   25.0240   22.8329   18.7313   17.4197   15.9292   14.5871   13.5562   12.8068   11.4369    9.7082    7.8594    6.3455    5.2233    4.3286    3.6308    3.2025    2.7511    2.1804    1.1514    0.8005    0.4022   -0.2490   -1.0536   -1.7402   -2.4964   -3.2477   -3.3115   -2.2327       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf   24.8738   21.1541   19.9854   18.3040   17.1313   16.2382   15.0409   12.9128   10.6439    8.9366    7.1912    6.2742    5.6143    5.1354    4.0725    4.0984    4.2611    4.1418    3.8835    3.5525    2.7897    1.9718    0.8264   -0.2367   -0.8951   -0.5404       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf   23.9889   22.5366   20.3606   18.6463   18.7916    9.9740   13.0268   10.7048    9.3580    8.2440    7.1321    6.2851    5.6072    4.8733    4.4695    2.8189    2.3553    3.2848       Inf    4.5913    3.6413       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf   19.0329       Inf       Inf       Inf   12.2329   11.6211    9.1143   12.8059   11.3341    9.9344    4.9550    8.2562    4.5171    4.2065    4.4650    4.5416    3.9616    3.7279       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf    9.5218    7.9061    7.8616    8.1718    7.8402    7.7834       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
