   45   34.5217
   46   33.1107
   47   29.5688
   48   27.9757
   49   25.2671
   50   23.2488
   51   21.7569
   52   20.0951
   53   18.5593
   54   17.3012
   55   16.1664
   56   14.9387
   57   14.2122
   58   14.2173
   59   12.9824
   60   10.3890
   61    7.5721
   62    5.4848
   63    3.7239
   64    2.3540
   65    1.0333
   66   -0.0843
   67   -1.2171
   68   -2.4794
   69   -3.6866
   70   -4.7514
   71   -5.6683
   72   -6.4500
   73   -7.2030
   74   -8.0002
   75   -8.6225
   76   -9.1610
   77   -9.4887
   78   -9.6411
   79   -9.6002
   80   -9.3111
   81   -8.7555
   82   -7.8221
   83   -6.5378
   84   -4.7239
