       Inf   15.2762   13.5405   10.9410    9.0572    7.6488    6.5005    5.5533    4.6802    3.9025    3.1203    2.4245    1.8987    1.4960    1.1850    0.8294    0.4317    0.0068   -0.4372   -0.8493   -1.1984   -1.4351   -1.6715   -1.9157   -2.1681   -2.3816   -2.4751   -2.4873   -2.4419   -2.2404   -1.9681   -1.6112   -1.3820   -1.0022   -1.0557   -0.7159   -0.1312       Inf       Inf       Inf
       Inf   13.8414   11.1499    9.1001    7.3151    5.8119    4.6879    3.7470    2.9569    2.2679    1.6297    1.0699    0.6045    0.2367   -0.1111   -0.5059   -0.9132   -1.3152   -1.7053   -2.0794   -2.3591   -2.5948   -2.7721   -2.9371   -3.0916   -3.2145   -3.3122   -3.3374   -3.2509   -3.0740   -2.7631   -2.4742   -2.3525   -2.0088   -1.2515   -1.3614   -1.1408       Inf       Inf       Inf
       Inf   12.1059    9.4383    7.7059    5.7788    4.3527    3.1823    2.2403    1.4789    0.8307    0.2836   -0.1637   -0.5746   -0.9120   -1.2623   -1.6507   -2.0552   -2.4719   -2.8452   -3.2010   -3.4823   -3.6923   -3.8270   -3.8905   -3.9160   -3.9423   -3.9645   -3.9288   -3.8218   -3.6432   -3.3951   -3.0988   -3.0008   -2.9203   -1.8016   -0.7568       Inf       Inf       Inf       Inf
       Inf   11.8884    8.3830    6.4551    4.5320    3.0370    1.8368    0.9246    0.2007   -0.4077   -0.9204   -1.3173   -1.6698   -1.9582   -2.2398   -2.5860   -2.9884   -3.4108   -3.7891   -4.1635   -4.4666   -4.6934   -4.8035   -4.8219   -4.7574   -4.6762   -4.5829   -4.4867   -4.3009   -4.0833   -3.8854   -3.6045   -3.3268   -3.1371   -2.4844   -1.8279       Inf       Inf       Inf       Inf
       Inf   11.2849    7.4494    5.4032    3.3845    1.8286    0.6497   -0.2460   -0.9373   -1.5146   -1.9973   -2.3428   -2.6344   -2.8577   -3.0378   -3.3063   -3.6901   -4.0947   -4.5097   -4.9065   -5.2593   -5.4958   -5.6473   -5.6561   -5.5885   -5.4525   -5.3200   -5.1286   -4.9726   -4.7246   -4.4785   -4.2461   -3.9675   -3.8344   -2.4708   -4.9674       Inf       Inf       Inf       Inf
       Inf   11.0092    6.4355    4.1049    2.1760    0.6728   -0.4459   -1.3036   -1.9742   -2.5204   -2.9424   -3.2685   -3.4932   -3.6310   -3.6876   -3.8251   -4.1278   -4.5200   -4.9523   -5.3746   -5.7681   -6.0649   -6.2366   -6.2920   -6.2675   -6.1543   -6.0227   -5.8733   -5.6911   -5.5174   -5.3721   -5.0892   -4.9014   -4.5045   -4.0433   -3.7870       Inf       Inf       Inf       Inf
       Inf    8.1489    5.3641    2.8854    1.0453   -0.3753   -1.4278   -2.2443   -2.8922   -3.3967   -3.8240   -4.1226   -4.2988   -4.3717   -4.3168   -4.2819   -4.4193   -4.7034   -5.1398   -5.6078   -6.0325   -6.3867   -6.6247   -6.7362   -6.7599   -6.7198   -6.6133   -6.4807   -6.3533   -6.2219   -6.0849   -5.9053   -5.6563   -5.2997   -4.4810   -4.4961   -5.1174       Inf       Inf       Inf
       Inf    7.8288    4.3660    1.8700    0.1156   -1.2550   -2.2529   -3.0187   -3.6288   -4.1450   -4.5689   -4.8690   -5.0182   -5.0718   -4.9395   -4.7292   -4.5999   -4.7362   -5.1357   -5.6379   -6.1258   -6.5057   -6.8068   -6.9807   -7.0594   -7.0471   -6.9926   -6.9192   -6.8216   -6.7599   -6.6335   -6.3858   -6.0743   -5.5652   -4.9253   -4.3105   -4.0742       Inf       Inf       Inf
    8.5867    6.3521    3.5576    1.1048   -0.6454   -1.9480   -2.8956   -3.6116   -4.1890   -4.7109   -5.1470   -5.4537   -5.6157   -5.6230   -5.4262   -5.0850   -4.7524   -4.6428   -4.9865   -5.5324   -6.0585   -6.4528   -6.8129   -6.9991   -7.1044   -7.1604   -7.1786   -7.1464   -7.0995   -7.0233   -6.8329   -6.5810   -6.2622   -5.8179   -5.2023       Inf       Inf       Inf       Inf       Inf
    8.4386    5.4805    2.7909    0.5260   -1.1694   -2.4403   -3.3354   -4.0159   -4.5818   -5.0968   -5.5442   -5.8512   -5.9977   -5.9610   -5.7351   -5.2960   -4.8150   -4.5293   -4.7604   -5.2936   -5.7886   -6.1859   -6.5301   -6.7807   -6.8912   -6.9853   -7.0569   -7.0977   -7.0857   -7.0009   -6.8529   -6.6733   -6.1740   -6.0768   -5.3661       Inf       Inf       Inf       Inf       Inf
    7.7926    4.8120    2.1902    0.1077   -1.5272   -2.7429   -3.6006   -4.2355   -4.7780   -5.3014   -5.7199   -6.0144   -6.1481   -6.0745   -5.7861   -5.2970   -4.7233   -4.2634   -4.3225   -4.8095   -5.2687   -5.6715   -5.9971   -6.2634   -6.4153   -6.5496   -6.6857   -6.7374   -6.7404   -6.6648   -6.5059   -6.3305   -5.8262   -5.7704   -5.3161       Inf       Inf       Inf       Inf       Inf
    8.8431    4.6072    1.9457   -0.0341   -1.6454   -2.8069   -3.6186   -4.2146   -4.7292   -5.2326   -5.6541   -5.9188   -6.0331   -5.9096   -5.5737   -5.0475   -4.3201   -3.7341   -3.5948   -3.9820   -4.4641   -4.8429   -5.1831   -5.3806   -5.5592   -5.7495   -5.9031   -5.9622   -5.9921   -6.1212   -5.8111   -5.7628   -5.3864   -4.9786   -3.6715       Inf       Inf       Inf       Inf       Inf
    8.0266    4.2344    1.9914    0.0383   -1.4519   -2.6006   -3.3559   -3.9069   -4.3797   -4.8697   -5.2709   -5.5016   -5.5398   -5.3802   -5.0136   -4.4168   -3.6495   -2.9229   -2.5266   -2.6996   -3.1183   -3.5821   -3.8107   -4.0553   -4.3478   -4.5014   -4.5668   -4.6514   -4.7505   -4.8331   -4.6408   -4.1112   -3.0431   -0.6742       Inf       Inf       Inf       Inf       Inf       Inf
    8.4697    4.8697    2.5284    0.6782   -0.8633   -1.9697   -2.6184   -3.1318   -3.6142   -4.0610   -4.4322   -4.5810   -4.6041   -4.3981   -3.9798   -3.1920   -2.4136   -1.6657   -0.4806   -0.4260   -0.9613   -1.4958   -1.6525   -2.1073   -2.3514   -2.3437   -2.7031   -2.7120   -2.1706   -1.6313   -0.9768    0.6758       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf    6.3603    3.9693    1.6723    0.3359   -0.6234   -1.1793   -1.6351   -2.2014   -2.4945   -2.8289   -2.9303   -2.8450   -2.6165   -2.0503   -1.2241   -0.4809    0.1546    2.3969       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
