   24   22.2649
   25   20.2782
   26   17.9057
   27   16.6648
   28   15.2396
   29   13.7861
   30   12.3260
   31   10.8283
   32    9.1967
   33    7.5886
   34    5.9060
   35    4.3186
   36    3.1291
   37    2.1176
   38    1.5029
   39    1.0056
   40    0.5918
   41   -0.3340
   42   -1.2157
   43   -2.0039
   44   -2.8582
   45   -3.7101
   46   -4.7449
   47   -5.6758
   48   -6.4638
   49   -7.0945
   50   -7.6554
   51   -8.3561
   52   -9.0268
   53   -9.5782
   54   -9.8881
   55  -10.0160
   56   -9.9092
   57   -9.5520
   58   -8.8800
   59   -7.7064
   60   -5.6767
