       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   27.3904       Inf       Inf       Inf   22.9810   22.9473       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   27.1973   25.8310   26.8904   24.8541   23.2932   21.3823   22.3041   21.0310       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   25.3555   24.5001   25.0487   23.1459   21.3461   20.0366   19.6892   20.3095   18.8755   19.4973       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   28.2904   27.3473   25.2055   23.3284   22.5385   21.0988   19.8224   19.5426   18.0394   18.5558   18.8211   18.0950   18.7350       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   32.9405       Inf       Inf       Inf       Inf       Inf   24.9572   23.1778   21.8314   20.7801   19.6712   18.4032   18.0626   17.5299   17.0629   17.2515   17.1254   16.9996       Inf   17.7883   17.7369       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   32.4828   32.2685   32.2518       Inf       Inf       Inf   23.9747   22.0661   20.3786   19.1153   18.0837   17.3122   16.6389   16.0878   15.5924   15.6699   15.7273   15.7524   17.0731   15.6465       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   34.7450   31.9815   29.5597   29.4515   27.5068   26.8314   26.6268   23.7947   21.2406   18.9137   17.8626   16.8385   15.9490   15.3108   14.7726   14.3821   14.2553   14.2438   14.2377   14.5929   14.7509   15.1451       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   33.8087   34.0933   31.0919   29.8435   27.7050   26.4679   26.2509   25.8342   24.0631   21.9347   19.8298   18.1107   16.5971   15.6047   14.7713   14.1051   13.4747   13.1006   12.8472   12.8355   12.6123   12.8209   13.0909   13.3423       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf   38.5500   36.3182   31.4104   29.3049   27.5651   26.0450   24.8463   24.5762   23.6420   22.9102   20.3909   18.5153   16.9178   16.1580   14.4333   13.6261   12.9411   12.3680   11.9543   11.6510   11.5110   11.1649   10.9896   11.2906   10.9833   11.8478       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf   34.1450   31.7840   29.4893   27.0146   25.3571   24.1825   23.4515   22.5220   22.2330   21.2862   19.8012   18.1384   16.5635   15.0392   13.7921   12.8000   12.0246   11.3167   10.7937   10.4080   10.0969    9.7829    9.4913    9.4638    9.6350    9.2942   10.5951       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf   34.0724   30.0199   27.4680   25.2969   23.6101   22.4193   21.5026   21.0320   20.3077   19.4463   18.2194   16.7800   15.3168   13.9247   12.7323   11.7692   10.9759   10.2850    9.7018    9.2113    8.8327    8.3648    8.0567    7.8183    7.6446    7.4188    8.0404       Inf       Inf
