    6   22.5262
    7   17.6383
    8   -0.8916
    9   -1.9278
   10   -2.6631
   11   -5.1128
   12   -7.2975
   13   -6.9159
   14   -7.7435
   15   -8.2196
   16   -8.5997
   17   -9.0189
   18   -8.9777
   19   -8.9137
   20   -9.5629
   21   -9.5791
   22   -9.0077
   23   -7.4445
   24   -7.6143
   25   -8.4680
   26   -9.2534
   27  -10.1775
   28  -10.8573
   29  -11.2574
   30  -11.3432
   31  -11.5125
   32   -9.8891
   33   -9.1549
   34   -9.8654
   35  -10.5338
   36  -10.6137
   37  -10.6350
   38  -10.5838
   39  -10.5736
   40  -11.3929
   41  -11.0444
   42  -10.4324
   43   -9.7516
   44   -8.8499
   45   -8.3283
   46   -7.3824
   47   -6.0931
   48   -4.4486
