    0  -16.1309
    1  -15.9815
    2  -15.0763
    3  -14.3839
    4  -12.8895
    5  -11.3613
    6  -11.7581
    7  -12.1775
    8  -12.1337
    9  -11.4364
   10  -10.9077
   11   -9.9934
   12   -8.2735
   13   -7.7046
   14   -8.3723
   15   -9.0097
   16   -9.8771
   17   -9.4229
   18   -8.4214
   19   -7.9935
   20   -7.4667
   21   -7.1758
   22   -7.8429
   23   -8.8643
   24   -9.8233
   25  -10.1388
   26  -10.4337
   27  -10.5331
   28  -10.7886
   29  -10.2332
   30   -9.8899
   31   -9.1247
   32   -8.6997
   33   -7.8522
   34   -7.0385
   35   -5.8391
   36   -4.0714
