    0  -11.3754
    1  -10.6637
    2   -9.3011
    3   -9.5617
    4   -9.5904
    5   -5.7469
    6   -2.6546
    7   -0.6844
    8   -0.1282
    9    1.1136
   10    3.7276
   11    5.0334
   12    5.8478
