   35   17.0814
   36   10.9917
   37    8.8828
   38    8.5552
   39    7.2417
   40    5.5589
   41    4.0907
   42    2.9244
   43    2.2067
   44    1.7862
   45    1.5497
   46    1.3470
   47    1.1856
   48    0.6052
   49    0.4966
   50    0.5562
   51   -0.4899
   52   -1.3005
   53   -2.3104
   54   -3.4462
   55   -4.6175
   56   -5.7872
   57   -6.9654
   58   -8.1061
   59   -9.2855
   60   -9.6631
   61  -10.1210
   62  -10.3498
   63  -10.5290
   64  -10.4899
   65  -10.1004
   66   -9.3590
   67   -9.3190
   68   -8.8779
   69   -8.4156
   70   -7.6038
   71   -6.3070
   72   -4.2259
