   54   24.1616
   55   17.8087
   56   17.4996
   57    7.2635
   58   10.3314
   59    8.3156
   60    7.0437
   61    5.5391
   62    3.8577
   63   -2.8407
   64   -4.6121
   65   -6.2914
   66   -7.3347
   67   -8.2262
   68   -9.3521
   69  -10.5945
   70  -10.6032
   71  -10.6962
   72  -11.2790
   73  -10.6548
   74  -10.8076
   75  -11.3120
   76  -12.0335
   77  -12.0881
   78  -12.1889
   79  -10.7126
   80  -10.5495
   81  -10.7066
   82  -10.6591
   83  -10.0363
   84   -9.0115
   85   -8.2676
   86   -7.0739
   87   -6.1974
   88   -5.1134
   89   -3.6833
   90    3.0314
