       Inf   23.8001   20.8096   17.7055   14.7553   12.2084   10.0457    8.0184    6.2924    5.0577    3.9499    2.9983    2.1252    1.2346    0.3098   -0.6162   -1.3925   -1.9005   -2.4714   -3.2532   -3.8136   -4.6161   -5.4833   -6.4865   -7.5893   -8.8281  -10.0030  -11.2532  -12.4732  -14.0714  -14.7673  -15.2400  -15.6165  -15.9258  -15.4901  -15.4769       Inf  -19.2597       Inf
       Inf   23.6433   20.6921   17.3791   14.4302   11.6905    9.3252    7.1741    5.4064    4.0923    2.6596    1.6099    0.9927    0.2872   -0.5421   -1.3553   -2.1224   -2.7979   -3.3966   -4.1550   -4.8107   -5.4433   -6.0179   -6.6656   -7.3687   -8.3589   -9.6326  -10.9541  -12.3310  -13.4901  -15.0917  -15.4867  -15.8489  -16.1138  -16.3350  -14.8769       Inf       Inf       Inf
       Inf   19.3218   19.5745   16.8964   13.6849   10.9407    8.4579    6.2635    4.4150    2.9251    1.6740    0.6446    0.0046   -0.7084   -1.4303   -2.1860   -2.8498   -3.5771   -4.2581   -4.9180   -5.5308   -6.1248   -6.5700   -6.9683   -7.3287   -7.9361   -8.8880  -10.4224  -11.9066  -13.1693  -14.0550  -15.6418  -16.0309  -16.0134  -16.8781       Inf       Inf       Inf       Inf
       Inf   17.6924   16.7378   15.7373   12.9532   10.0988    7.5664    5.3639    3.4922    1.9950    0.7443   -0.2300   -0.9840   -1.5690   -2.1429   -2.7457   -3.4383   -4.1596   -4.8512   -5.4894   -6.1114   -6.5437   -6.9267   -7.2079   -7.4112   -7.6478   -8.1224   -9.3220  -10.9210  -12.5534  -13.4677  -15.6751  -16.0094  -15.2726  -15.8187       Inf       Inf       Inf       Inf
       Inf   16.8637   15.8243   14.5159   12.0199    9.2249    6.7178    4.5055    2.6737    1.1670   -0.0566   -0.9915   -1.6635   -2.1683   -2.6130   -3.1414   -3.8334   -4.5508   -5.2143   -5.7981   -6.3417   -6.7932   -7.0798   -7.2729   -7.4131   -7.4522   -7.5930   -8.2621   -9.8570  -11.7747  -12.7351  -15.5148  -15.9149  -15.4392  -13.5783       Inf       Inf       Inf       Inf
       Inf   18.2321   15.1027   13.4844   10.9116    8.2818    5.8446    3.6841    1.9072    0.4427   -0.7379   -1.6221   -2.2142   -2.6314   -2.9702   -3.4461   -4.0444   -4.7209   -5.3652   -5.9390   -6.4691   -6.8955   -7.1540   -7.3004   -7.2942   -7.1784   -7.0494   -7.3234   -8.6747  -10.0338  -14.2418  -14.8836  -15.1179  -12.5783       Inf       Inf       Inf       Inf       Inf
       Inf   16.1398   14.3563   12.3300    9.8461    7.3732    5.0286    2.9527    1.2290   -0.1639   -1.2560   -2.0707   -2.6240   -2.9883   -3.2668   -3.6225   -4.1205   -4.7471   -5.3959   -6.0054   -6.5602   -6.9780   -7.2538   -7.3684   -7.2713   -7.0789   -6.6356   -6.8108   -7.0359   -8.5803  -13.8659  -13.3193  -12.8769       Inf       Inf       Inf       Inf       Inf       Inf
       Inf   16.0565   13.7248   11.6439    9.1444    6.6847    4.3570    2.3564    0.6848   -0.6457   -1.6703   -2.4058   -2.9218   -3.2506   -3.4834   -3.7261   -4.1263   -4.6938   -5.3590   -6.0064   -6.5727   -6.9729   -7.2230   -7.3499   -7.2451   -7.0609   -6.7045   -6.2457   -5.9367   -5.8723  -11.9255  -11.1783       Inf       Inf       Inf       Inf       Inf       Inf       Inf
   20.7787   15.5182   13.1464   11.1027    8.6736    6.2402    3.9435    1.9623    0.3058   -0.9981   -1.9820   -2.6940   -3.1681   -3.4469   -3.5910   -3.7011   -3.9666   -4.4704   -5.1371   -5.8247   -6.4001   -6.7661   -7.0163   -7.1484   -7.0527   -6.8418   -6.5168   -6.1805   -5.2940   -5.2118       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf   14.5312   12.9316   10.8844    8.5235    6.0754    3.7694    1.7736    0.1194   -1.2019   -2.1771   -2.8701   -3.3203   -3.5462   -3.5996   -3.5399   -3.6175   -4.0133   -4.7032   -5.3824   -5.9381   -6.3217   -6.5251   -6.5989   -6.5703   -6.2503   -5.7942   -5.0923   -3.5596       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
   20.3787   14.8680   12.8168   10.9941    8.5850    6.0443    3.6955    1.7092    0.0622   -1.2375   -2.2271   -2.8949   -3.3072   -3.4822   -3.4574   -3.2644   -3.0869   -3.3005   -3.9539   -4.6063   -5.1501   -5.5167   -5.7355   -5.7281   -5.6302   -5.3501   -4.7534   -3.9389   -2.4499       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf   14.2746   13.2872   11.3456    8.7066    6.0400    3.6710    1.7158    0.1293   -1.1117   -2.0670   -2.7193   -3.0786   -3.2248   -3.1166   -2.8270   -2.4423   -2.3446   -2.8226   -3.5063   -4.0267   -4.3934   -4.5254   -4.5069   -4.2773   -4.0406   -3.6152   -2.6175       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf   15.9545   14.2160   11.4941    8.7158    6.1190    3.7796    1.8856    0.4074   -0.7381   -1.6301   -2.2317   -2.5229   -2.6228   -2.4899   -2.0681   -1.5484   -1.0316   -1.2293   -1.8534   -2.3448   -2.6624   -2.5317   -2.4833   -2.1756   -1.6617    0.2216       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf   14.8766   12.0492    9.0669    6.5267    4.2621    2.4667    1.0465    0.0415   -0.7539   -1.2974   -1.6113   -1.7406   -1.6139   -1.3306   -0.3276    0.6074    1.1727    2.1501    2.1602    2.7358    3.9775       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf   17.4674   13.3189   10.3097    7.5821    5.3524    3.7485    2.4518    1.5100    0.8152    0.3272    0.1086    0.0291    0.1093    0.4927    1.3269    2.2841    3.6956       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
