   20.3259   16.9822   14.8290   12.4751   10.6455    8.8490    7.2453    5.8678    4.7194    3.7895    3.0367    2.4135    1.9170    1.5222    1.1562    0.7746   -0.6499   -0.7022   -1.2501   -1.7684   -2.2387   -2.6205   -2.9365   -3.2166   -3.4779   -3.6752   -3.9108   -4.1042   -4.3647   -4.4560   -4.4247   -4.7615   -4.3277
       Inf   18.0233   15.3161   12.9955   10.9105    9.1153    7.6121    6.4094    5.4287    4.6301    3.9853    3.4455    2.9980    2.6165    2.3024    2.0282    0.8674    1.0696    0.6622    0.2561   -0.1559   -0.5059   -0.8105   -0.9954   -1.1929   -1.3198   -1.4853   -1.6767   -1.7944   -0.8190   -1.8494   -0.7129       Inf
       Inf       Inf   16.7798   14.1323   11.9274   10.0222    8.4997    7.2673    6.2963    5.5569    4.9771    4.5198    4.1265    3.8337    3.6265    3.4512    2.4260    2.6534    2.2424    1.8541    1.5106    1.2682    1.1537    1.2108    1.2381    1.3906    1.6741    1.4638    0.7089       Inf       Inf       Inf       Inf
       Inf   21.1335   18.0389   17.0402   15.0431   13.4575   11.8995   10.7684    9.8926    9.1230    8.5273    7.9543    7.4413    6.9785    6.5103    6.0190    4.7237    5.0387    4.7296    4.5309    4.4816    4.6951    4.5224    4.4359    3.9959    4.4989    4.3630    5.4820       Inf       Inf       Inf       Inf       Inf
       Inf   18.3390   16.3972   16.8934   15.6385   13.9670   12.6638   11.5498   10.7542   10.1137    9.4600    8.9070    8.2582    7.7392    7.3046    6.8349    5.7260    6.1540    5.8835    5.6070    5.5420    5.4709    5.9879    6.6671       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf   21.1335   17.8968   16.8485   14.9779   14.2970   13.4565   12.4554   11.7677   11.2319   10.9788   10.6727    9.5803    9.1961    8.6879    9.5403    8.8786    9.3361    9.1403    9.7889       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf   17.0273       Inf   17.9540   17.2862   16.4811   15.0648   13.4060   14.6592   14.5163   12.2344   12.8635       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
