   13.5801   10.4782    7.9466    5.7986    4.0771    2.5781    1.2833    0.1210   -0.8642   -1.6577   -2.1985   -2.5408   -2.7783   -2.9706   -3.1125   -3.1949   -3.3313   -3.5778   -3.8898   -4.2768   -4.5924   -4.8227   -4.9773   -5.0810   -5.1412   -5.2238   -5.3356   -5.4671   -5.5698   -5.6600   -5.7421   -5.8397   -6.3048   -5.9135   -5.4070   -4.6737       Inf       Inf
       Inf    9.7552    7.1664    4.8564    3.1110    1.6405    0.3701   -0.7945   -1.7814   -2.5593   -3.1044   -3.4474   -3.6678   -3.7980   -3.8332   -3.8174   -3.8721   -4.0655   -4.3692   -4.7597   -5.0768   -5.3170   -5.4572   -5.5278   -5.5185   -5.4662   -5.4688   -5.4918   -5.4586   -5.5319   -5.6871   -5.8077   -6.0802   -6.3840   -5.8679   -5.0237       Inf       Inf
       Inf    8.7052    6.1547    3.9297    2.2845    0.8774   -0.3831   -1.5263   -2.5090   -3.3216   -3.8902   -4.2551   -4.4682   -4.5659   -4.5637   -4.5093   -4.5170   -4.6047   -4.8297   -5.1161   -5.4067   -5.6260   -5.7276   -5.7872   -5.7456   -5.6140   -5.4386   -5.3652   -5.2592   -5.3468   -5.3598   -5.5944   -5.6183   -6.4554   -6.5010       Inf       Inf       Inf
   12.2032    7.8403    5.0832    3.1376    1.4780    0.1272   -1.0814   -2.1813   -3.1741   -3.9988   -4.6087   -4.9441   -5.1374   -5.2176   -5.2118   -5.1678   -5.1410   -5.1709   -5.2760   -5.4062   -5.5934   -5.7692   -5.8620   -5.8840   -5.8179   -5.6284   -5.3914   -5.1663   -4.9783   -4.8987   -4.8476   -4.8554   -6.1778   -6.7260   -6.0955       Inf       Inf       Inf
   11.1563    7.3191    4.3857    2.4071    0.7641   -0.5283   -1.6890   -2.7865   -3.7454   -4.5583   -5.1395   -5.4788   -5.6020   -5.6435   -5.6012   -5.5637   -5.5527   -5.5717   -5.5856   -5.6101   -5.6817   -5.7635   -5.8028   -5.7815   -5.7017   -5.4816   -5.2077   -4.8985   -4.5876   -4.1326   -4.1883   -4.3080   -6.7501   -6.5763   -6.5223   -5.2874       Inf       Inf
    9.6952    6.4617    3.8387    1.8087    0.2574   -1.0389   -2.1731   -3.2202   -4.1564   -4.9213   -5.4498   -5.7199   -5.8015   -5.7499   -5.6847   -5.6445   -5.6612   -5.6741   -5.6493   -5.6193   -5.6078   -5.6010   -5.5793   -5.5148   -5.3818   -5.1380   -4.7950   -4.3868   -3.9780   -3.3645   -3.1001   -2.9864   -5.7655   -5.9400   -6.1737       Inf       Inf       Inf
    9.2005    5.8954    3.3159    1.4076   -0.0865   -1.3284   -2.4286   -3.4433   -4.3397   -5.0513   -5.4943   -5.6841   -5.6717   -5.5537   -5.4230   -5.3947   -5.4100   -5.4302   -5.3917   -5.3418   -5.2758   -5.2242   -5.1467   -5.0166   -4.7963   -4.4607   -4.0767   -3.6646   -3.1703   -2.4023   -1.9595   -3.0386   -5.0468   -5.1806   -6.7360       Inf       Inf       Inf
    9.2768    5.7191    3.1903    1.3101   -0.1659   -1.3395   -2.4087   -3.3848   -4.2349   -4.8716   -5.2415   -5.3478   -5.2304   -5.0117   -4.8399   -4.7906   -4.7888   -4.8135   -4.7790   -4.7245   -4.6426   -4.5548   -4.4568   -4.3001   -4.0036   -3.5942   -3.0019   -2.5339   -2.0000   -1.8867   -0.6065   -0.7630       Inf       Inf       Inf       Inf       Inf       Inf
    9.8138    5.9028    3.3952    1.4911    0.0924   -1.0148   -2.0436   -2.9663   -3.7543   -4.3363   -4.6286   -4.6441   -4.4181   -4.0703   -3.8478   -3.7313   -3.7162   -3.7471   -3.7212   -3.6745   -3.5606   -3.4261   -3.3248   -3.1410   -2.7510   -2.1241   -1.2519   -0.4614   -0.6135   -0.2944    1.1528       Inf       Inf       Inf       Inf       Inf       Inf       Inf
    8.8872    6.3539    3.8202    2.0490    0.8086   -0.1831   -1.1902   -2.0705   -2.8029   -3.3211   -3.5375   -3.4637   -3.0600   -2.5485   -2.2427   -2.0540   -1.9646   -2.0471   -1.9052   -1.6278   -1.4233   -1.4054   -1.3956   -1.2818   -0.7905    0.0652    1.1931    1.1648    0.7018    1.6482       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
   11.4705    7.9850    4.9217    3.4735    2.4147    1.4936    0.4592   -0.4355   -1.1184   -1.7049   -1.9614   -1.9109   -1.7312   -0.9164   -0.8827   -1.2861   -1.5894   -0.3236    1.1764       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
