   43   26.2041
   44   21.4327
   45   21.3095
   46   19.9452
   47   18.1591
   48   16.2072
   49   14.7232
   50   13.0685
   51   11.4095
   52    9.8359
   53    8.3787
   54    6.8936
   55    5.4703
   56    4.0426
   57    2.8636
   58    1.8236
   59    0.4078
   60   -1.2075
   61   -2.8022
   62   -4.4506
   63   -5.8154
   64   -6.4841
   65   -6.9750
   66   -7.6753
   67   -8.0157
   68   -8.3138
   69   -8.5210
   70   -8.6386
   71   -8.7664
   72   -8.9348
   73   -8.7137
   74   -8.5055
   75   -7.6981
   76   -6.8028
   77   -5.4020
   78   -3.8229
