       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   -0.5358   -1.5927       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   11.4583       Inf       Inf    4.9642       Inf       Inf       Inf   -0.7427       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   13.7583   12.2083       Inf    6.3710    3.8424    1.9616   -0.1762   -0.1886   -1.4237   -4.1453   -5.9899   -4.0130       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   12.6165   11.2488   10.5151    6.7979    2.9630    0.9726   -0.7549   -2.3802   -2.7752   -2.9703   -3.8809   -4.6005   -5.0130   -6.1644       Inf       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   22.5855       Inf   15.7151   13.9017   10.9234    9.8711    6.3008    3.6934    1.1017   -1.0061   -2.5178   -3.4179   -4.1464   -5.0100   -5.5007   -6.3991   -8.6406   -8.7561       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   28.0869   26.5423       Inf   20.1451   18.7060   16.4260   11.4009    8.8678    7.6821    5.9874    3.0160    0.6427   -1.4272   -3.1266   -4.2029   -5.0993   -5.7271   -6.6948   -7.2018   -7.5767   -7.1296       Inf       Inf       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   30.6923   27.3383   24.5897   22.9705   20.1172   17.4245   14.6558   11.3215    8.0366    6.6054    5.7771    2.7598    0.0153   -1.9194   -3.6922   -4.9711   -5.9331   -6.7764   -7.7202   -8.2039   -8.5849   -8.6839   -9.9061  -11.9561       Inf       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   29.0705   26.0478   23.4166   21.0064   18.5755   16.0651   13.6174   10.4872    7.3218    6.0852    4.9440    2.2929   -0.3285   -2.4395   -4.2548   -5.5638   -6.6241   -7.5992   -8.4613   -9.1055   -9.5949   -9.9605   -9.9810   -9.4328  -10.0191       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   27.6583   25.4581   22.0427   19.8810   17.5440   15.3961   12.7968    9.7223    7.1466    6.1304    4.2550    1.8216   -0.6814   -2.8787   -4.6946   -6.0914   -7.2428   -8.3181   -9.2149   -9.9363  -10.5178  -10.7953  -10.8606  -10.1301  -13.7061       Inf       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   26.8726   23.9428   20.9412   18.6904   16.5017   14.4479   11.7514    8.8610    6.3295    5.3382    3.4472    1.3686   -1.0250   -3.2923   -5.1051   -6.5655   -7.7736   -8.8606   -9.8581  -10.5970  -11.2106  -11.5394  -11.8222  -12.0462  -10.8964  -11.9616       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   30.1015   25.8401   22.7313   20.0413   17.6914   15.4795   13.4917   10.9873    8.1263    6.8419    4.6008    2.6778    0.7152   -1.4626   -3.7121   -5.5334   -6.9959   -8.2725   -9.3944  -10.4271  -11.2098  -11.8598  -12.2295  -12.2995  -12.7433  -12.8435  -10.9259       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   28.7704   24.7428   21.7860   19.0354   16.7715   14.6995   12.5228   10.1674    7.4883    6.1241    3.9139    2.0039    0.0140   -2.0113   -4.1671   -5.9690   -7.4457   -8.6933   -9.8832  -10.9258  -11.7047  -12.4419  -12.8519  -13.1418  -13.1966  -13.6087  -13.0089       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   27.5975   24.0778   20.8864   18.1925   15.9811   13.9110   11.7915    9.4270    6.8773    5.5030    3.2746    1.3103   -0.6723   -2.6681   -4.6683   -6.3674   -7.8250   -9.1207  -10.3257  -11.3122  -12.2200  -12.9896  -13.4731  -13.8442  -13.9762  -13.8076  -14.3217  -13.1759       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   32.8260   27.2022   23.3015   20.2318   17.5810   15.3379   13.2947   11.1249    8.8058    7.3729    5.0204    2.7607    0.6985   -1.3442   -3.3248   -5.1704   -6.7849   -8.2428   -9.5535  -10.7172  -11.7264  -12.6652  -13.4534  -13.9913  -14.2999  -14.4908  -15.0768  -15.6519       Inf       Inf
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   30.4579   28.5025   26.6091   22.7939   19.8534   17.2352   14.9630   12.8723   10.5436    8.2198    6.9572    4.5271    2.3104    0.1932   -1.9256   -3.9269   -5.6819   -7.2038   -8.6467   -9.9561  -11.1104  -12.0813  -13.0279  -13.8322  -14.4315  -14.9794  -15.2974  -15.6188  -15.8733  -15.0746  -15.9259
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   29.6195   26.9264   26.0964   22.4756   19.5898   17.0126   14.6845   12.3933    9.9884    7.6196    6.4293    4.0778    1.8922   -0.2642   -2.4815   -4.4672   -6.1679   -7.6027   -8.9974  -10.2582  -11.3944  -12.4277  -13.3731  -14.2006  -14.9775  -15.5461  -15.9767  -16.2938  -17.2609  -17.5705  -18.2677
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   33.3174   28.4662   27.4656   24.7803   21.7588   19.0854   16.6486   14.3045   11.9103    9.3865    7.0026    5.8058    3.5128    1.3857   -0.8000   -2.9890   -4.9653   -6.5976   -7.9393   -9.2367  -10.5219  -11.6617  -12.7171  -13.7357  -14.5819  -15.4465  -16.1144  -16.5165  -16.9647  -17.1754  -19.0046  -19.6909
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   31.3626   26.8812   24.4857   23.0791   20.4341   18.0749   15.8327   13.4772   11.1594    8.7193    6.3097    5.1497    2.9196    0.7595   -1.4246   -3.5646   -5.4201   -6.9354   -8.2010   -9.4269  -10.6933  -11.8513  -12.9673  -14.0077  -14.9107  -15.6796  -16.5168  -17.1063  -17.5133  -17.8580  -20.5607  -20.7663
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   33.1511   29.3330   26.3221   23.3373   21.6775   19.0970   16.8957   14.6700   12.4280   10.2658    7.9160    5.5802    4.5103    2.3130    0.1116   -2.1242   -4.1917   -5.9021   -7.2416   -8.4240   -9.6347  -10.8622  -12.0847  -13.2601  -14.3283  -15.2314  -15.9717  -16.6371  -17.2029  -17.9499  -18.1132  -19.8819  -22.2523
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   28.6167   25.6163   22.3107   19.5439   17.8969   15.6583   13.5398   11.3374    9.2828    7.0968    4.9280    3.9228    1.7553   -0.5317   -2.8254   -4.8526   -6.3736   -7.5714   -8.6606   -9.8294  -11.0868  -12.3631  -13.5691  -14.6473  -15.5430  -16.2094  -16.7535  -17.3529  -17.7215  -18.4466  -21.3095  -22.3150
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   28.5393   24.6155   21.4636   18.6644   16.8014   14.6617   12.5922   10.4613    8.3798    6.3131    5.2904    3.2698    1.2719   -1.1237   -3.4412   -5.4340   -6.9277   -8.0070   -8.9942  -10.1552  -11.4485  -12.7135  -13.9169  -14.9512  -15.7576  -16.3983  -16.9793  -17.3456  -17.8452  -17.6909  -20.2181  -20.7259
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   27.6514   23.9977   20.7205   17.9135   15.8819   13.4783   11.8215    9.7640    7.6950    5.7323    4.8353    2.8516    0.7761   -1.6807   -4.0193   -5.9833   -7.4254   -8.5024   -9.4421  -10.5849  -11.8748  -13.1487  -14.3039  -15.3250  -16.0838  -16.7477  -17.2363  -17.6120  -18.0473  -18.6468  -20.2673  -19.6916
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   27.2967   23.2348   20.0267   17.2104   14.9156   12.9021   10.9700    9.2147    7.1591    5.3223    4.2029    2.2221    0.1210   -2.3010   -4.6209   -6.5130   -7.9257   -8.9623   -9.9082  -10.9963  -12.2736  -13.5490  -14.7007  -15.6996  -16.5758  -17.1876  -17.6860  -18.0649  -18.4701  -19.6376  -21.4234  -21.8840
       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf   25.8806   22.1748   19.0942   16.4966   14.2208   12.3536   10.5170    8.6468    6.6398    4.7747    3.2712    1.2604   -0.8123   -3.0035   -5.2088   -6.9874   -8.3469   -9.3937  -10.3110  -11.3208  -12.5894  -13.8696  -15.0435  -16.0445  -16.8564  -17.5987  -18.0660  -18.5210  -19.0783  -19.9337  -21.1811  -20.2079
       Inf       Inf       Inf       Inf       Inf       Inf       Inf   27.6812   25.8121   23.7975   20.5688   17.7421   15.3401   13.2429   11.5392    9.7868    7.9425    5.9549    3.8652    1.7361    0.1308   -1.7474   -3.6835   -5.6898   -7.3749   -8.7245   -9.7116  -10.5821  -11.4791  -12.6393  -13.9520  -15.1336  -16.1459  -16.9089  -17.6283  -18.3748  -18.7180  -19.1409  -19.8544  -21.2429  -20.4944
       Inf       Inf       Inf       Inf       Inf       Inf       Inf   27.1675   24.2649   21.0811   18.7873   16.2103   13.9571   11.9684   10.3728    8.7102    6.9120    4.9238    2.9229    0.8802   -0.7879   -2.5374   -4.2609   -6.0878   -7.6827   -8.9253   -9.8482  -10.6218  -11.3831  -12.4334  -13.6657  -14.8755  -15.8890  -16.7174  -17.3897  -17.9015  -18.2836  -18.7341  -20.0507  -21.0429  -21.7340
       Inf       Inf       Inf       Inf       Inf       Inf       Inf   25.7190   22.5727   19.6830   17.3090   14.8637   12.6969   10.7459    8.9276    7.5711    5.8504    3.9483    1.9725    0.1876   -1.4380   -3.0477   -4.6593   -6.3423   -7.8663   -8.9976   -9.8407  -10.4925  -11.1064  -11.9715  -13.0846  -14.2600  -15.2876  -16.0425  -16.6694  -17.3538  -17.6726  -18.6787  -19.6759  -21.0180  -20.5402
       Inf       Inf       Inf       Inf       Inf       Inf       Inf   24.7662   21.2774   18.2667   15.6595   13.6618   11.6026    9.7358    7.9451    6.6220    4.9550    3.1307    1.4381   -0.3263   -1.9031   -3.3293   -4.8446   -6.4764   -7.8938   -8.9926   -9.7995  -10.4281  -10.9730  -11.5972  -12.4418  -13.3907  -14.3381  -15.0306  -15.6768  -16.3236  -16.5447  -17.3768  -17.4816  -19.9929  -18.9985
       Inf       Inf       Inf       Inf       Inf       Inf       Inf   23.1162   20.0309   17.1850   14.5923   12.3989   10.6339    8.8683    7.1881    5.8716    4.2469    2.5580    0.8620   -0.5936   -2.1162   -3.5247   -4.9420   -6.4673   -7.8700   -9.0542   -9.8812  -10.5643  -11.1458  -11.7515  -12.3259  -12.9631  -13.6821  -14.2715  -14.7500  -15.4313  -15.6066  -14.8143  -16.3091  -17.3985       Inf
       Inf       Inf       Inf       Inf       Inf       Inf   14.5534   22.1901   18.9761   16.0703   13.6043   11.4837    9.6865    8.1156    6.5597    5.0008    3.6379    2.0262    0.5173   -0.8796   -2.3149   -3.6803   -5.0682   -6.4999   -7.8513   -9.0844  -10.0169  -10.7222  -11.3045  -11.8673  -12.3720  -12.9107  -13.5358  -14.2041  -14.7545  -15.0287  -15.8601  -14.9611  -15.6995  -16.8563       Inf
       Inf       Inf       Inf       Inf       Inf   20.0250   23.5223   20.5942   17.9576   15.1574   12.7321   10.6394    8.8819    7.3676    5.9023    4.4141    3.0418    1.5589    0.1733   -1.1536   -2.5470   -3.9302   -5.1967   -6.4824   -7.7366   -8.9010   -9.8619  -10.5951  -11.1606  -11.6596  -12.1654  -12.7198  -13.4040  -14.2700  -14.6693  -15.0685  -16.0931  -16.0789  -16.4426  -16.9063       Inf
       Inf       Inf       Inf   23.5837   21.8174   18.9709   20.0016   19.3823   16.9256   14.2164   11.9111    9.8795    8.1703    6.6620    5.2764    3.9149    2.4556    1.1628   -0.1643   -1.4724   -2.7741   -4.0100   -5.1694   -6.2942   -7.4310   -8.5264   -9.4389  -10.1617  -10.7350  -11.1717  -11.6252  -12.1580  -12.8374  -13.5162  -14.3230  -16.2339  -16.1630  -16.0590  -17.2212       Inf       Inf
       Inf       Inf       Inf   23.4174   22.0368   17.9910   19.0331   18.1664   15.6071   13.4695   11.1606    9.1927    7.5599    6.0759    4.7461    3.4285    2.1085    0.8474   -0.4091   -1.6928   -2.9306   -4.0642   -5.0611   -5.9718   -6.9061   -7.8774   -8.7503   -9.4940  -10.0445  -10.4447  -10.9038  -11.2906  -11.9006  -12.6119  -13.4597  -16.0456  -15.9171  -16.7744  -15.8618       Inf       Inf
       Inf       Inf   26.0214   23.2789   20.6179   17.2068   18.2006   17.2446   14.8885   12.8277   10.6689    8.7520    7.0798    5.7005    4.4142    3.1780    1.9760    0.7767   -0.4539   -1.7028   -2.8983   -3.9721   -4.8559   -5.6017   -6.3281   -7.2055   -8.0579   -8.7698   -9.3958   -9.8262  -10.2016  -10.4176  -10.8382  -11.2475  -11.7811  -15.2383  -15.0090  -14.9726       Inf       Inf       Inf
       Inf       Inf   24.3027   21.3074   19.6452   16.4684   17.2360   15.7835   14.3225   12.2669   10.3573    8.5529    6.9611    5.5549    4.3430    3.1647    2.0192    0.8931   -0.3098   -1.5189   -2.7014   -3.7716   -4.6185   -5.2814   -5.9216   -6.6887   -7.5244   -8.2617   -8.8359   -9.3254   -9.5541   -9.6151   -9.6913   -9.8164  -10.5340  -13.8713  -14.1091  -13.8132       Inf       Inf       Inf
   29.3200   26.3721   22.8826   20.5677   18.8595   16.0235   15.1630   15.0576   13.6865   11.8766   10.1387    8.5291    7.0634    5.7100    4.4971    3.3544    2.2578    1.1637   -0.0062   -1.1815   -2.3673   -3.4625   -4.3227   -4.9911   -5.5606   -6.1790   -6.8976   -7.6137   -8.1424   -8.5322   -8.7376   -8.7361   -8.8274   -8.3517   -8.3782  -12.5495  -12.7132       Inf       Inf       Inf       Inf
   29.6700   24.7014   22.2022   19.9663   18.2005   15.6451   14.8650   14.4620   12.9600   11.4744    9.9434    8.5910    7.3439    6.1214    4.8798    3.7218    2.5937    1.4966    0.4086   -0.7536   -1.9492   -3.0745   -3.9505   -4.5666   -5.0287   -5.4288   -5.9405   -6.5298   -6.9742   -7.3325   -7.4201   -7.4653   -7.1512   -6.6437   -4.4431       Inf       Inf       Inf       Inf       Inf       Inf
   28.5337   24.3593   21.6076   19.4128   17.6986   15.5166   14.8081   13.6585   12.7008   11.2314    9.8536    8.6836    7.6823    6.6182    5.4370    4.1997    3.0475    1.9569    0.8730   -0.2554   -1.4359   -2.5428   -3.3831   -3.9468   -4.2585   -4.4909   -4.7285   -5.0918   -5.4044   -5.5624   -5.4373   -5.4392   -5.2971   -3.5959       Inf       Inf       Inf       Inf       Inf       Inf       Inf
   26.7741   23.6366   21.0596   18.9889   17.3713   15.6453   15.0179   13.9441   12.7985   11.3209   10.0396    9.0282    8.1336    7.2474    6.2037    4.9231    3.7385    2.6309    1.5798    0.5230   -0.6271   -1.6673   -2.4777   -2.9894   -3.2333   -3.2789   -3.3189   -3.4379   -3.5369   -3.3842   -3.3210   -3.4262   -2.3890   -2.6094       Inf       Inf       Inf       Inf       Inf       Inf       Inf
   25.7892   23.1467   20.7730   18.7917   17.2794   16.0175   15.5249   14.4891   13.1748   11.7722   10.5440    9.6117    8.8811    8.1666    7.2615    6.0415    4.8269    3.6785    2.6810    1.6218    0.6412   -0.2999   -1.1048   -1.6122   -1.8091   -1.8003   -1.6232   -1.4286   -1.3338   -1.1345   -0.3055    0.0041       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
   25.9591   22.9775   20.7278   18.8896   17.4394   16.7089   16.3269   15.3789   14.0921   12.6983   11.5390   10.6466   10.0082    9.4509    8.7825    7.7384    6.4638    5.2019    4.2438    3.4004    2.4473    1.4660    0.5791    0.3271    0.2688    0.3190    0.5496    0.8305   -0.6949   -0.4345       Inf    2.4000       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
   26.1823   23.3085   21.0929   19.3193   17.9829   17.7178   17.4916   16.6214   15.3616   14.0790   12.9861   12.1629   11.5685   11.1909   10.8610    9.9550    8.6013    7.1616    6.2993    5.7938    4.8397    3.8983    2.9299    2.3426    2.0443    2.2305    2.7065    3.4893    3.4625       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
   26.8974   24.0701   21.9118   20.0329   18.8643   19.0880   18.9251   18.2938   17.1557   16.0465   15.0171   14.2572   13.6667   13.4565   12.7167   12.4277   11.7285    9.5001    8.5848    8.7873    8.8147    7.2421    5.8005    5.5088    7.2199    5.5531    5.4194       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf       Inf
