   11   -1.8910
   12   -0.7460
   13   -6.2625
   14   -6.7127
   15   -9.4812
   16   -8.6854
   17  -12.1779
   18  -11.6013
   19  -13.9073
   20  -13.5455
   21  -14.1987
   22  -14.9620
   23  -15.7408
   24  -16.5746
   25  -17.4229
   26  -19.0722
   27  -20.2470
   28  -21.4383
   29  -22.3801
   30  -22.6598
   31  -21.3073
   32  -20.9817
   33  -22.4849
   34  -21.8497
   35  -21.9514
   36  -22.3295
   37  -21.7424
   38  -20.4677
   39  -18.0312
   40  -17.6756
   41  -17.9754
   42  -17.9821
   43  -17.6411
   44  -16.2124
   45  -15.0748
   46  -13.3915
   47   -9.1868
   48   -7.4471
   49   -5.6948
   50   -3.7104
   51   -2.0537
   52    0.5993
   53    4.0506
   54   11.1714
