# Time-averaged data for fix dU
# TimeStep c_1[1] c_1[2] c_2[1] c_2[2]
7700 4.09647 0.000990289 -3.77296 584.776
7800 4.52663 0.000478947 -4.15797 1120.33
7900 4.97398 0.000225018 -4.54977 2171.09
8000 4.64622 0.000391371 -4.26568 1343.79
8100 4.38804 0.00060524 -4.02591 896.385
8200 4.40358 0.000589562 -4.03788 914.68
8300 4.3441 0.000651854 -3.98892 842.104
8400 4.01722 0.00113209 -3.70586 522.133
8500 3.85871 0.00147954 -3.55516 404.817
8600 4.07448 0.00102775 -3.75021 562.737
8700 4.28783 0.000716835 -3.9336 766.997
8800 4.03698 0.00109493 -3.71864 533.522
8900 4.17528 0.000866881 -3.84116 656.152
9000 4.50932 0.000493161 -4.13625 1079.97
9100 4.49258 0.000507297 -4.12854 1066.01
9200 4.36632 0.000627851 -3.99908 856.681
9300 4.34826 0.000647299 -3.99371 848.948
9400 4.24847 0.000766097 -3.90213 727.312
9500 4.40499 0.000588169 -4.04512 925.946
9600 4.10888 0.000969741 -3.77877 590.539
9700 4.20459 0.000825019 -3.87178 690.97
9800 4.57665 0.000440161 -4.19071 1184
9900 4.7675 0.00031889 -4.3519 1554.41
10000 4.36109 0.000633424 -4.00257 861.743
10100 4.39839 0.000594757 -4.03057 903.467
10200 4.32609 0.000671986 -3.97206 818.468
10300 4.39516 0.000598013 -4.0407 919.055
10400 4.45486 0.00054066 -4.0753 974.359
10500 4.27373 0.000734109 -3.92719 758.747
10600 3.95659 0.00125413 -3.64557 471.59
10700 4.02107 0.00112474 -3.70438 520.825
10800 4.62611 0.000404887 -4.21421 1231.94
10900 4.11643 0.000957458 -3.78962 601.461
11000 4.4851 0.000513747 -4.12247 1055.14
11100 4.44474 0.000549981 -4.08013 982.333
11200 4.75843 0.000323815 -4.35294 1557.15
11300 4.49991 0.000501056 -4.12285 1055.81
11400 4.15867 0.000891538 -3.82467 638.132
11500 4.37147 0.000622412 -4.01514 880.224
11600 4.36081 0.000633722 -4.00359 863.231
11700 4.30055 0.000701605 -3.96401 807.413
11800 4.52729 0.00047842 -4.16814 1139.72
11900 4.17924 0.000861108 -3.85114 667.299
12000 4.29932 0.000703065 -3.94547 782.526
12100 4.87184 0.000267378 -4.44558 1820.82
12200 4.59536 0.000426465 -4.21785 1239.53
12300 4.35145 0.000643813 -4.00781 869.4
12400 4.39063 0.000602602 -4.03756 914.2
12500 4.78699 0.000308566 -4.38491 1643.51
12600 4.95893 0.000230808 -4.52374 2077.73
12700 4.31526 0.000684394 -3.96938 814.768
12800 4.60924 0.000416591 -4.22662 1258.02
12900 4.79205 0.000305944 -4.39313 1666.49
13000 4.8563 0.000274485 -4.43645 1792.98
13100 4.48657 0.000512474 -4.11593 1043.55
13200 4.24645 0.000768719 -3.89727 721.357
13300 4.2282 0.000792772 -3.89026 712.873
13400 4.32017 0.000678741 -3.97445 821.78
13500 4.47492 0.000522657 -4.11537 1042.56
13600 4.22679 0.000794669 -3.89293 716.092
13700 4.12856 0.000938048 -3.80289 615.09
13800 4.09005 0.00100108 -3.76992 581.779
13900 4.21106 0.000816054 -3.87456 694.227
14000 4.46968 0.000527299 -4.10593 1026.08
14100 4.26403 0.000746229 -3.92303 753.427
14200 4.12734 0.00093998 -3.79897 611.028
14300 4.44079 0.000553661 -4.07865 979.878
14400 4.72753 0.000341157 -4.33553 1512.04
14500 4.59892 0.00042391 -4.2302 1265.66
14600 4.31656 0.000682885 -3.97754 826.084
14700 4.34643 0.000649302 -4.00135 859.964
14800 4.27621 0.000731043 -3.93067 763.211
14900 4.0902 0.00100082 -3.76781 579.71
15000 4.34794 0.000647643 -3.99796 855.055
15100 4.41429 0.000579004 -4.05846 947.041
15200 4.74506 0.00033121 -4.35055 1550.89
15300 4.92197 0.000245674 -4.46769 1890.08
15400 4.11291 0.000963176 -3.78815 599.97
15500 4.31612 0.000683392 -3.96628 810.519
15600 4.66525 0.00037899 -4.27266 1359.74
15700 4.53419 0.000472875 -4.15864 1121.6
15800 4.31891 0.000680187 -3.96719 811.77
15900 4.23481 0.000783976 -3.89297 716.14
16000 4.35876 0.000635924 -4.00481 865.012
16100 4.31111 0.000689207 -3.96156 804.091
16200 4.34875 0.000646759 -4.00552 866.053
16300 4.46391 0.000532462 -4.11164 1036.01
16400 4.21454 0.000811272 -3.8777 697.91
16500 4.05128 0.00106881 -3.72525 539.508
16600 4.28107 0.000725062 -3.93406 767.597
16700 4.59086 0.000429723 -4.21292 1229.25
16800 4.30149 0.000700488 -3.94844 786.461
16900 4.24176 0.000774826 -3.901 725.914
17000 4.14688 0.000909477 -3.81926 632.329
17100 4.16814 0.000877408 -3.83506 649.428
17200 4.25522 0.000757412 -3.91415 742.215
17300 4.01624 0.00113395 -3.70006 517.041
17400 4.32017 0.000678735 -3.96943 814.846
17500 4.38754 0.000605753 -4.02735 898.567
17600 4.38358 0.000609816 -4.01738 883.558
17700 4.0471 0.00107638 -3.72634 540.5
17800 3.91604 0.00134301 -3.60803 442.62
17900 4.24763 0.000767194 -3.91791 746.945
18000 4.65011 0.000388806 -4.27791 1371.85
18100 4.28896 0.000715475 -3.94705 784.62
18200 4.13116 0.00093394 -3.80475 617.022
18300 4.24288 0.000773371 -3.90025 725.006
18400 4.25404 0.000758931 -3.91023 737.323
18500 4.21151 0.000815434 -3.88094 701.741
18600 4.21622 0.000808974 -3.88622 708.021
18700 4.70915 0.000351914 -4.31896 1470.3
18800 4.47561 0.000522043 -4.10786 1029.42
18900 4.58962 0.00043062 -4.22157 1247.33
19000 4.53644 0.000471079 -4.16225 1128.45
19100 4.49401 0.000506071 -4.12961 1067.93
19200 4.24666 0.000768443 -3.91149 738.888
19300 4.50505 0.000496723 -4.14527 1096.56
19400 4.50031 0.000500721 -4.13425 1076.34
19500 4.35139 0.00064388 -4.00697 868.162
19600 4.4411 0.000553371 -4.08287 986.891
19700 4.7919 0.000306022 -4.40001 1685.96
19800 4.4436 0.000551037 -4.08551 991.297
19900 4.09179 0.000998138 -3.76989 581.754
20000 4.05401 0.00106389 -3.73023 544.068
20100 4.45237 0.000542936 -4.09164 1001.6
20200 4.57863 0.000438689 -4.21181 1226.96
20300 4.42554 0.000568102 -4.06759 961.747
20400 4.40656 0.000586608 -4.04761 929.842
20500 4.65052 0.000388536 -4.26228 1336.1
20600 4.81901 0.000292327 -4.42399 1755.64
20700 4.49972 0.000501213 -4.1332 1074.42
20800 5.27362 0.000135666 -4.78186 3212.81
20900 4.63244 0.000400587 -4.2382 1282.87
21000 4.62303 0.000406998 -4.25238 1313.96
21100 4.43265 0.000561323 -4.08209 985.589
21200 4.36694 0.000627193 -4.01095 874.029
21300 4.50149 0.00049972 -4.13893 1084.87
21400 4.4207 0.000572768 -4.0633 954.803
21500 5.07051 0.000191171 -4.61556 2426.19
21600 4.9335 0.000240936 -4.49181 1968.67
21700 4.25679 0.000755408 -3.91907 748.415
21800 4.42048 0.000572976 -4.06551 958.372
21900 4.94738 0.000235357 -4.52159 2070.2
22000 4.49683 0.000503667 -4.12803 1065.09
22100 4.34892 0.000646578 -3.9993 857.002
22200 4.00541 0.0011549 -3.68994 508.28
22300 3.94785 0.00127277 -3.63694 464.765
22400 4.14027 0.000919675 -3.81269 625.354
22500 4.37805 0.000615539 -4.01835 885.009
22600 4.24248 0.000773884 -3.9062 732.321
22700 4.1257 0.000942597 -3.80174 613.896
22800 4.14211 0.000916833 -3.81471 627.487
22900 4.13461 0.000928515 -3.80585 618.167
23000 4.01509 0.00113616 -3.6983 515.507
23100 4.27911 0.00072747 -3.93177 764.637
23200 4.32961 0.000668006 -3.97573 823.559
23300 4.52812 0.000477748 -4.16415 1132.08
23400 4.19608 0.000836972 -3.86423 682.222
23500 4.00324 0.00115913 -3.68925 507.685
23600 3.80968 0.00160725 -3.51004 375.121
23700 4.02952 0.00110882 -3.70844 524.413
23800 4.15998 0.000889576 -3.82978 643.659
23900 4.42341 0.000570152 -4.06911 964.225
24000 4.27877 0.000727889 -3.93543 769.379
24100 4.06563 0.00104322 -3.74201 554.991
24200 4.12261 0.000947527 -3.79478 606.722
24300 4.3372 0.000659497 -3.99197 846.449
24400 4.37697 0.000616664 -4.02871 900.626
24500 4.29197 0.000711847 -3.94302 779.306
24600 4.50622 0.000495745 -4.12554 1060.62
24700 4.38703 0.000606275 -4.02748 898.762
24800 4.06254 0.00104868 -3.74206 555.04
24900 4.2651 0.00074489 -3.92493 755.86
25000 4.95404 0.000232722 -4.53288 2110.05
25100 4.95378 0.000232828 -4.54497 2153.57
25200 4.77531 0.000314712 -4.38863 1653.87
25300 4.35564 0.000639281 -4.00688 868.032
25400 4.27934 0.00072719 -3.93982 775.107
25500 4.02164 0.00112366 -3.70393 520.433
25600 3.92471 0.00132349 -3.61514 447.966
25700 3.98243 0.00120058 -3.66913 490.728
25800 4.11739 0.000955907 -3.7951 607.053
25900 3.95059 0.00126689 -3.64101 467.969
26000 4.1126 0.000963668 -3.78418 595.957
26100 4.23452 0.000784356 -3.88128 702.141
26200 3.96287 0.0012409 -3.64988 475.031
26300 4.03473 0.00109909 -3.71074 526.453
26400 4.79514 0.000304352 -4.38175 1634.79
26500 4.59753 0.000424909 -4.21404 1231.59
26600 4.48604 0.000512928 -4.11466 1041.32
26700 5.43349 0.000103568 -4.94848 4256.79
26800 4.95252 0.000233322 -4.53001 2099.83
26900 4.54262 0.000466194 -4.17213 1147.44
27000 4.50334 0.000498161 -4.14243 1091.31
27100 5.02111 0.000207804 -4.59532 2344.68
27200 5.21294 0.000150304 -4.75957 3094.17
27300 4.96343 0.000229061 -4.5403 2136.65
27400 5.03251 0.000203842 -4.60027 2364.36
27500 4.87349 0.000266631 -4.46949 1895.86
27600 4.46678 0.00052989 -4.10004 1015.92
27700 4.30616 0.000694985 -3.95537 795.722
27800 4.0595 0.00105408 -3.73835 551.572
27900 4.46235 0.000533862 -4.10575 1025.75
28000 4.66232 0.00038087 -4.29252 1406.11
28100 5.30453 0.000128766 -4.83433 3510.48
28200 5.46973 9.74203e-05 -4.97104 4422.09
28300 4.63848 0.000396517 -4.25832 1327.2
28400 4.30207 0.000699807 -3.95798 799.24
28500 4.31505 0.000684636 -3.96917 814.49
28600 4.27942 0.000727087 -3.92836 760.25
28700 3.93605 0.0012984 -3.62599 456.248
28800 4.03228 0.00110365 -3.70996 525.754
28900 4.06321 0.00104749 -3.74131 554.342
29000 4.01838 0.00112987 -3.70421 520.681
29100 3.93963 0.00129056 -3.62834 458.065
29200 3.89081 0.00140148 -3.58444 425.336
29300 3.99328 0.00117878 -3.67865 498.685
29400 4.56773 0.000446839 -4.18206 1166.84
29500 5.05904 0.00019491 -4.61649 2430.03
29600 4.36864 0.000625404 -4.01538 880.586
29700 4.6792 0.000370167 -4.31315 1455.95
29800 4.21132 0.0008157 -3.87349 692.969
29900 4.09073 0.000999934 -3.7646 576.577
30000 4.30268 0.000699082 -3.95131 790.283
30100 4.1729 0.000870377 -3.83392 648.182
30200 3.88815 0.00140779 -3.57977 421.998
30300 3.92872 0.00131456 -3.61512 447.95
30400 4.06668 0.00104137 -3.73839 551.611
30500 4.2433 0.00077282 -3.90055 725.367
30600 4.27197 0.00073629 -3.92298 753.368
30700 4.06991 0.00103572 -3.74506 557.857
30800 4.0062 0.00115335 -3.68113 500.772
30900 3.90556 0.001367 -3.59393 432.207
31000 4.00816 0.00114954 -3.68691 505.684
31100 4.08534 0.00100907 -3.75808 570.267
31200 4.02185 0.00112327 -3.7 516.99
31300 4.19796 0.000834318 -3.85344 669.901
31400 4.37515 0.000618558 -4.01088 873.925
31500 4.35016 0.000645221 -3.99222 846.813
31600 4.57209 0.000443561 -4.19587 1194.36
31700 4.57766 0.000439404 -4.19784 1198.35
31800 4.38014 0.000613366 -4.02561 895.93
31900 4.21603 0.000809232 -3.88056 701.294
32000 4.28442 0.000720978 -3.94656 783.978
32100 4.02826 0.00111117 -3.70998 525.777
32200 3.99566 0.00117406 -3.67923 499.171
32300 4.09709 0.000989254 -3.76962 581.483
32400 4.33142 0.000665968 -3.98344 834.349
32500 4.63079 0.000401703 -4.2502 1309.14
32600 4.73763 0.000335389 -4.33264 1504.67
32700 4.8374 0.000283388 -4.41339 1724.5
32800 4.70283 0.000355692 -4.29334 1408.05
32900 4.62164 0.000407953 -4.22915 1263.42
33000 4.17863 0.000861998 -3.8481 663.883
33100 4.16752 0.000878313 -3.8319 645.971
33200 4.12082 0.000950397 -3.78563 597.422
33300 4.00701 0.00115177 -3.68951 507.915
33400 4.32559 0.000672559 -3.98553 837.299
33500 4.6502 0.000388748 -4.274 1362.81
33600 4.42955 0.000564269 -4.07121 967.649
33700 4.18181 0.000857383 -3.84086 655.823
33800 4.11693 0.000956655 -3.79149 603.359
33900 4.46981 0.00052718 -4.11305 1038.48
34000 4.22708 0.000794281 -3.88945 711.898
34100 4.03421 0.00110006 -3.71258 528.084
34200 4.05155 0.00106832 -3.72991 543.766
34300 4.2781 0.00072871 -3.9324 765.444
34400 4.115 0.00095977 -3.78278 594.555
34500 4.45942 0.000536516 -4.0903 999.347
34600 4.19499 0.000838511 -3.85061 666.702
34700 4.00478 0.00115611 -3.6832 502.525
34800 4.28858 0.000715934 -3.93413 767.683
34900 5.06395 0.000193302 -4.57906 2281.17
35000 4.38804 0.000605243 -4.02382 893.227
35100 4.02137 0.00112418 -3.70859 524.542
35200 3.87811 0.00143185 -3.57421 418.05
35300 3.94515 0.0012786 -3.63697 464.786
35400 4.04159 0.00108644 -3.72127 535.891
35500 4.29115 0.000712832 -3.9405 775.987
35600 4.28148 0.000724565 -3.92933 761.498
35700 4.24837 0.000766237 -3.89999 724.677
35800 4.3054 0.000695883 -3.95899 800.598
35900 4.28414 0.000721324 -3.93207 765.019
36000 4.29685 0.000706 -3.94775 785.551
36100 4.32341 0.000675031 -3.97321 820.059
36200 4.64188 0.000394251 -4.22781 1260.56
36300 4.20865 0.000819385 -3.86718 685.624
36400 4.16827 0.000877205 -3.84107 656.052
36500 4.52575 0.000479666 -4.16594 1135.51
36600 4.33077 0.000666695 -3.99296 847.874
36700 4.26746 0.000741925 -3.92927 761.415
36800 4.33737 0.000659304 -3.9898 843.355
36900 4.30952 0.000691058 -3.97822 827.027
37000 4.17833 0.000862434 -3.84105 656.024
37100 4.06336 0.00104722 -3.73628 549.647
37200 4.12991 0.00093591 -3.7971 609.101
37300 4.37602 0.00061765 -4.01622 881.841
37400 4.38037 0.000613129 -4.03075 903.734
37500 4.54734 0.000462492 -4.19424 1191.09
37600 4.73548 0.000336607 -4.35438 1560.94
37700 4.3697 0.000624284 -4.02098 888.957
37800 4.27267 0.00073542 -3.93216 765.139
37900 4.3283 0.000669486 -3.97856 827.507
38000 4.71549 0.000348164 -4.32201 1477.91
38100 4.6728 0.000374191 -4.28452 1387.23
38200 4.48313 0.000515459 -4.12272 1055.58
38300 4.72788 0.000340958 -4.33252 1504.37
38400 4.49553 0.000504774 -4.13458 1076.93
38500 4.51852 0.000485554 -4.15558 1115.81
38600 4.48329 0.00051532 -4.12339 1056.77
38700 4.49087 0.00050876 -4.12145 1053.32
38800 4.46144 0.000534686 -4.09194 1002.12
38900 4.43955 0.000554825 -4.08471 989.956
39000 4.59946 0.000423527 -4.23211 1269.75
39100 4.5605 0.000452325 -4.19477 1192.14
39200 4.24072 0.000776187 -3.9051 730.964
39300 4.25874 0.000752932 -3.91637 745.01
39400 4.20157 0.000829249 -3.86987 688.741
39500 4.49397 0.000506106 -4.13402 1075.92
39600 4.86539 0.000270303 -4.47582 1916.23
39700 4.52624 0.000479266 -4.16626 1136.11
39800 4.62919 0.000402786 -4.24989 1308.44
39900 4.54632 0.000463292 -4.17478 1152.58
40000 4.40369 0.00058946 -4.05444 940.632
40100 4.4348 0.000559288 -4.07939 981.103
40200 4.94467 0.000236433 -4.53323 2111.29
40300 5.01842 0.000208749 -4.59436 2340.89
40400 4.75681 0.000324702 -4.36463 1588.19
40500 4.99701 0.000216435 -4.57181 2253.41
40600 4.72656 0.000341719 -4.34317 1531.66
40700 4.2984 0.000704157 -3.95556 795.982
40800 4.27871 0.000727968 -3.93922 774.314
40900 4.09926 0.000985636 -3.77508 586.867
41000 4.02179 0.00112339 -3.70136 518.176
41100 4.07085 0.00103407 -3.74348 556.378
41200 4.14627 0.000910406 -3.81265 625.311
41300 4.4223 0.000571221 -4.07146 968.055
41400 4.34369 0.000652314 -3.99664 853.154
41500 4.82662 0.000288594 -4.42389 1755.35
41600 5.15463 0.000165858 -4.70896 2840.7
41700 5.04561 0.000199381 -4.60705 2391.58
41800 4.84321 0.000280619 -4.41562 1731.01
41900 4.56754 0.000446983 -4.19177 1186.12
42000 5.06418 0.000193225 -4.62467 2463.81
42100 4.78973 0.000307143 -4.37889 1626.9
42200 4.72187 0.000344436 -4.32689 1490.12
42300 4.50965 0.000492882 -4.13691 1081.18
42400 4.47405 0.00052342 -4.11351 1039.3
42500 4.42725 0.000566465 -4.06648 959.944
42600 4.2854 0.000719789 -3.93601 770.124
42700 4.26297 0.000747571 -3.91299 740.768
42800 4.25276 0.00076057 -3.91992 749.484
42900 4.19297 0.000841374 -3.86353 681.41
43000 4.064 0.0010461 -3.74356 556.448
43100 4.03339 0.00110158 -3.711 526.679
43200 4.12599 0.000942121 -3.79824 610.281
43300 4.19052 0.000844868 -3.85404 670.578
43400 4.36184 0.000632624 -4.00497 865.24
43500 4.62372 0.000406527 -4.25095 1310.79
43600 4.01075 0.00114451 -3.6914 509.531
43700 4.10435 0.000977198 -3.78356 595.339
43800 4.12503 0.000943649 -3.79931 611.376
43900 4.38623 0.000607092 -4.03975 917.584
44000 4.10731 0.000972317 -3.78287 594.643
44100 4.12004 0.000951649 -3.79375 605.667
44200 4.00979 0.00114638 -3.69204 510.088
44300 4.28463 0.000720725 -3.94266 778.823
44400 4.53389 0.000473115 -4.14903 1103.54
44500 3.9924 0.00118053 -3.67311 494.037
44600 4.15638 0.000894992 -3.82454 637.994
44700 4.11363 0.000962003 -3.78219 593.962
44800 4.13845 0.000922512 -3.80525 617.544
44900 4.1723 0.000871262 -3.83136 645.378
45000 4.1067 0.000973314 -3.78115 592.921
45100 4.01162 0.00114284 -3.69083 509.045
45200 4.25029 0.000763751 -3.9006 725.428
45300 4.25531 0.000757298 -3.90632 732.466
45400 4.13767 0.000923723 -3.80311 615.32
45500 3.92904 0.00131385 -3.61916 451.017
45600 4.32919 0.000668485 -3.98393 835.038
45700 4.43618 0.000557992 -4.07834 979.367
45800 3.89389 0.00139421 -3.58673 426.983
45900 3.96665 0.001233 -3.65086 475.821
46000 4.0083 0.00114926 -3.69081 509.025
46100 4.45611 0.000539523 -4.08863 996.533
46200 4.44407 0.000550599 -4.08252 986.303
46300 4.28789 0.000716765 -3.94844 786.463
46400 4.16854 0.000876803 -3.84139 656.408
46500 4.35484 0.000640143 -4.00646 867.418
46600 4.70343 0.000355331 -4.32477 1484.81
46700 4.40229 0.000590851 -4.0486 931.391
46800 4.1905 0.000844893 -3.85887 676.069
46900 4.51798 0.000485999 -4.14684 1099.47
47000 4.40394 0.000589209 -4.05571 942.652
47100 4.52888 0.000477137 -4.17239 1147.94
47200 4.6122 0.000414511 -4.22856 1262.15
47300 4.28482 0.000720488 -3.93836 773.19
47400 4.35462 0.000640385 -3.99436 849.883
47500 4.52491 0.000480342 -4.15975 1123.69
47600 4.34054 0.000655785 -3.99898 856.531
47700 4.27679 0.000730331 -3.94237 778.44
47800 4.25878 0.000752878 -3.91814 747.239
47900 4.35661 0.00063823 -4.00245 861.561
48000 4.13106 0.000934093 -3.80328 615.495
48100 4.1149 0.000959935 -3.7884 600.224
48200 4.05554 0.00106114 -3.73468 548.168
48300 4.12022 0.000951347 -3.79411 606.031
48400 4.48297 0.000515598 -4.12084 1052.23
48500 4.47492 0.00052265 -4.12129 1053.03
48600 4.66809 0.000377177 -4.25506 1319.93
48700 4.24172 0.000774878 -3.90349 728.977
48800 4.43134 0.000562568 -4.07546 974.611
48900 4.27498 0.000732563 -3.94003 775.379
49000 4.14288 0.000915642 -3.81351 626.217
49100 4.05228 0.001067 -3.72784 541.873
49200 3.87873 0.00143035 -3.57245 416.809
49300 4.11857 0.000954008 -3.78888 600.708
49400 4.14177 0.000917358 -3.81167 624.277
49500 4.32643 0.000671604 -3.97319 820.033
49600 4.13508 0.000927784 -3.8042 616.447
49700 4.52888 0.000477135 -4.15388 1112.61
49800 4.66339 0.000380184 -4.28303 1383.75
49900 4.5582 0.000454085 -4.18505 1172.75
50000 4.51947 0.000484777 -4.14475 1095.58
50100 3.97417 0.00121745 -3.65966 482.941
50200 4.07503 0.00102679 -3.75272 565.124
50300 3.84968 0.00150228 -3.54691 399.216
50400 3.89406 0.00139379 -3.58617 426.577
50500 4.08266 0.00101364 -3.76084 572.931
50600 4.47775 0.000520164 -4.10781 1029.33
50700 4.17195 0.000871769 -3.8375 652.108
50800 4.30281 0.000698928 -3.94098 776.62
50900 4.30907 0.000691586 -3.96273 805.67
51000 4.44252 0.00055205 -4.07941 981.142
51100 4.97419 0.000224938 -4.54533 2154.88
51200 4.8039 0.000299879 -4.39034 1658.67
51300 4.14599 0.000910847 -3.8085 620.94
51400 4.27756 0.000729373 -3.93021 762.621
51500 4.28897 0.000715463 -3.94298 779.245
51600 4.39473 0.000598441 -4.03733 913.843
51700 4.69429 0.000360859 -4.29589 1414.14
51800 4.33321 0.000663961 -3.98189 832.167
51900 4.64321 0.000393363 -4.25977 1330.46
52000 4.26222 0.000748516 -3.91878 748.044
52100 4.14538 0.000911784 -3.81151 624.106
52200 4.02958 0.00110871 -3.71455 529.846
52300 4.51978 0.000484524 -4.14345 1093.19
52400 4.29347 0.000710042 -3.94974 788.189
52500 4.23933 0.000778014 -3.90485 730.658
52600 4.1093 0.000969062 -3.78484 596.623
52700 4.06969 0.00103609 -3.74738 560.054
52800 4.22808 0.000792941 -3.88473 706.248
52900 4.54015 0.000468143 -4.16313 1130.13
53000 4.59454 0.000427059 -4.20521 1213.35
53100 4.62078 0.000408548 -4.20877 1220.66
53200 4.15895 0.000891117 -3.82925 643.09
53300 4.38311 0.000610304 -4.03189 905.485
53400 4.70529 0.000354218 -4.32338 1481.34
53500 4.68145 0.000368767 -4.2991 1421.82
53600 4.49667 0.000503802 -4.11179 1036.27
53700 4.69698 0.000359221 -4.2766 1368.81
53800 4.00704 0.00115172 -3.68778 506.428
53900 3.97437 0.00121703 -3.6646 486.986
54000 3.93165 0.00130807 -3.62016 451.779
54100 4.03343 0.00110151 -3.70856 524.515
54200 4.27022 0.000738475 -3.92302 753.42
54300 4.47002 0.000526995 -4.09549 1008.14
54400 4.44603 0.000548785 -4.08807 995.586
54500 4.1501 0.000904545 -3.8199 633.011
54600 4.09379 0.000994778 -3.76874 580.62
54700 4.17812 0.000862742 -3.8482 663.994
54800 4.35602 0.000638869 -3.98692 839.264
54900 4.13505 0.000927818 -3.79869 610.744
55000 4.09035 0.00100056 -3.7644 576.378
55100 4.06017 0.00105288 -3.73391 547.46
55200 4.12919 0.000937049 -3.79628 608.265
55300 4.24228 0.000774157 -3.90136 726.36
55400 4.02139 0.00112413 -3.70117 518.012
55500 4.08511 0.00100946 -3.75603 568.295
55600 4.00194 0.00116167 -3.68815 506.747
55700 4.17549 0.000866576 -3.84745 663.154
55800 4.55286 0.000458197 -4.16593 1135.49
55900 4.51135 0.000491472 -4.15105 1107.3
56000 4.44533 0.000549431 -4.08504 990.517
56100 4.44851 0.000546488 -4.08078 983.407
56200 4.44277 0.000551814 -4.08055 983.02
56300 4.64125 0.000394669 -4.26114 1333.53
56400 4.10243 0.000980365 -3.77696 588.732
56500 4.04644 0.00107758 -3.72124 535.864
56600 3.88021 0.00142679 -3.57272 416.999
56700 4.10421 0.000977423 -3.77518 586.971
56800 4.07609 0.00102496 -3.75393 566.276
56900 4.20618 0.000822808 -3.86286 680.643
57000 4.48617 0.000512814 -4.12296 1056.01
57100 5.07098 0.000191021 -4.65324 2585.59
