   32   24.7074
   33   22.8978
   34   20.5165
   35   19.5770
   36   16.2336
   37   12.1623
   38   10.2473
   39    8.1806
   40    6.8549
   41    4.9123
   42    3.8383
   43    3.6099
   44    3.0143
   45    5.6144
   46    4.2957
   47    3.0646
   48    1.9658
   49    0.9254
   50   -0.1822
   51   -1.3903
   52   -2.6485
   53   -3.9341
   54   -5.0479
   55   -6.0523
   56   -6.9189
   57   -7.6031
   58   -8.1625
   59   -8.5894
   60   -8.8264
   61   -8.8846
   62   -8.6981
   63   -8.2420
   64   -7.4520
   65   -6.2268
   66   -4.2864
